Freq.	V(n003)
1.07646521362983e+00	2.83011928001261e-03,4.73835354483847e-02
1.07894672222983e+00	2.84180217142052e-03,4.74922326482551e-02
1.08143395129794e+00	2.85353877060493e-03,4.76011767351802e-02
1.08392691402120e+00	2.86532932345705e-03,4.77103682528575e-02
1.08642562361706e+00	2.87717407698584e-03,4.78198077460591e-02
1.08893009333343e+00	2.88907327932084e-03,4.79294957606391e-02
1.09144033644876e+00	2.90102717972117e-03,4.80394328435308e-02
1.09395636627209e+00	2.91303602857480e-03,4.81496195427510e-02
1.09647819614318e+00	2.92510007740677e-03,4.82600564073982e-02
1.09900583943252e+00	2.93721957888121e-03,4.83707439876572e-02
1.10153930954141e+00	2.94939478681338e-03,4.84816828348007e-02
1.10407861990207e+00	2.96162595616889e-03,4.85928735011833e-02
1.10662378397766e+00	2.97391334306845e-03,4.87043165402508e-02
1.10917481526240e+00	2.98625720479573e-03,4.88160125065393e-02
1.11173172728159e+00	2.99865779980285e-03,4.89279619556761e-02
1.11429453359173e+00	3.01111538771329e-03,4.90401654443800e-02
1.11686324778056e+00	3.02363022932893e-03,4.91526235304623e-02
1.11943788346715e+00	3.03620258663267e-03,4.92653367728291e-02
1.12201845430196e+00	3.04883272279733e-03,4.93783057314854e-02
1.12460497396692e+00	3.06152090219142e-03,4.94915309675272e-02
1.12719745617551e+00	3.07426739037662e-03,4.96050130431546e-02
1.12979591467280e+00	3.08707245412378e-03,4.97187525216640e-02
1.13240036323556e+00	3.09993636141093e-03,4.98327499674539e-02
1.13501081567231e+00	3.11285938143157e-03,4.99470059460247e-02
1.13762728582343e+00	3.12584178459956e-03,5.00615210239772e-02
1.14024978756117e+00	3.13888384255482e-03,5.01762957690183e-02
1.14287833478977e+00	3.15198582816628e-03,5.02913307499602e-02
1.14551294144553e+00	3.16514801554183e-03,5.04066265367234e-02
1.14815362149688e+00	3.17837068003195e-03,5.05221837003299e-02
1.15080038894443e+00	3.19165409823245e-03,5.06380028129192e-02
1.15345325782109e+00	3.20499854799473e-03,5.07540844477345e-02
1.15611224219210e+00	3.21840430842592e-03,5.08704291791307e-02
1.15877735615512e+00	3.23187165990108e-03,5.09870375825778e-02
1.16144861384034e+00	3.24540088406340e-03,5.11039102346543e-02
1.16412602941049e+00	3.25899226383145e-03,5.12210477130593e-02
1.16680961706096e+00	3.27264608340512e-03,5.13384505966024e-02
1.16949939101987e+00	3.28636262827326e-03,5.14561194652102e-02
1.17219536554813e+00	3.30014218521440e-03,5.15740548999281e-02
1.17489755493953e+00	3.31398504230824e-03,5.16922574829232e-02
1.17760597352080e+00	3.32789148893610e-03,5.18107277974770e-02
1.18032063565173e+00	3.34186181579166e-03,5.19294664279936e-02
1.18304155572516e+00	3.35589631488379e-03,5.20484739600014e-02
1.18576874816716e+00	3.36999527953950e-03,5.21677509801518e-02
1.18850222743702e+00	3.38415900441905e-03,5.22872980762159e-02
1.19124200802737e+00	3.39838778551224e-03,5.24071158370930e-02
1.19398810446427e+00	3.41268192015100e-03,5.25272048528080e-02
1.19674053130724e+00	3.42704170700749e-03,5.26475657145141e-02
1.19949930314938e+00	3.44146744611075e-03,5.27681990144912e-02
1.20226443461741e+00	3.45595943884271e-03,5.28891053461448e-02
1.20503594037179e+00	3.47051798795191e-03,5.30102853040186e-02
1.20781383510678e+00	3.48514339755443e-03,5.31317394837812e-02
1.21059813355048e+00	3.49983597313880e-03,5.32534684822346e-02
1.21338885046497e+00	3.51459602158033e-03,5.33754728973173e-02
1.21618600064636e+00	3.52942385113906e-03,5.34977533280941e-02
1.21898959892486e+00	3.54431977146719e-03,5.36203103747698e-02
1.22179966016487e+00	3.55928409361895e-03,5.37431446386878e-02
1.22461619926504e+00	3.57431713005376e-03,5.38662567223206e-02
1.22743923115840e+00	3.58941919464461e-03,5.39896472292861e-02
1.23026877081238e+00	3.60459060267864e-03,5.41133167643359e-02
1.23310483322890e+00	3.61983167087286e-03,5.42372659333617e-02
1.23594743344451e+00	3.63514271737035e-03,5.43614953433979e-02
1.23879658653036e+00	3.65052406175777e-03,5.44860056026191e-02
1.24165230759241e+00	3.66597602505779e-03,5.46107973203411e-02
1.24451461177138e+00	3.68149892974962e-03,5.47358711070224e-02
1.24738351424294e+00	3.69709309976617e-03,5.48612275742654e-02
1.25025903021771e+00	3.71275886050207e-03,5.49868673348204e-02
1.25314117494141e+00	3.72849653882366e-03,5.51127910025776e-02
1.25602996369487e+00	3.74430646307016e-03,5.52389991925807e-02
1.25892541179416e+00	3.76018896306631e-03,5.53654925210118e-02
1.26182753459066e+00	3.77614437012403e-03,5.54922716052080e-02
1.26473634747115e+00	3.79217301705107e-03,5.56193370636522e-02
1.26765186585784e+00	3.80827523815566e-03,5.57466895159808e-02
1.27057410520854e+00	3.82445136925801e-03,5.58743295829724e-02
1.27350308101666e+00	3.84070174768970e-03,5.60022578865614e-02
1.27643880881134e+00	3.85702671230567e-03,5.61304750498378e-02
1.27938130415752e+00	3.87342660349092e-03,5.62589816970351e-02
1.28233058265602e+00	3.88990176316433e-03,5.63877784535496e-02
1.28528665994361e+00	3.90645253478663e-03,5.65168659459240e-02
1.28824955169313e+00	3.92307926337009e-03,5.66462448018595e-02
1.29121927361353e+00	3.93978229547809e-03,5.67759156502104e-02
1.29419584144998e+00	3.95656197924101e-03,5.69058791209911e-02
1.29717927098395e+00	3.97341866435781e-03,5.70361358453663e-02
1.30016957803328e+00	3.99035270210027e-03,5.71666864556650e-02
1.30316677845229e+00	4.00736444532713e-03,5.72975315853696e-02
1.30617088813183e+00	4.02445424848670e-03,5.74286718691220e-02
1.30918192299940e+00	4.04162246762348e-03,5.75601079427227e-02
1.31219989901920e+00	4.05886946038762e-03,5.76918404431350e-02
1.31522483219223e+00	4.07619558603893e-03,5.78238700084791e-02
1.31825673855640e+00	4.09360120545648e-03,5.79561972780376e-02
1.32129563418657e+00	4.11108668114495e-03,5.80888228922548e-02
1.32434153519466e+00	4.12865237724127e-03,5.82217474927362e-02
1.32739445772973e+00	4.14629865952146e-03,5.83549717222509e-02
1.33045441797808e+00	4.16402589541195e-03,5.84884962247299e-02
1.33352143216332e+00	4.18183445398553e-03,5.86223216452729e-02
1.33659551654643e+00	4.19972470598594e-03,5.87564486301347e-02
1.33967668742593e+00	4.21769702382114e-03,5.88908778267412e-02
1.34276496113786e+00	4.23575178157416e-03,5.90256098836833e-02
1.34586035405594e+00	4.25388935501204e-03,5.91606454507152e-02
1.34896288259164e+00	4.27211012159225e-03,5.92959851787588e-02
1.35207256319427e+00	4.29041446047188e-03,5.94316297199030e-02
1.35518941235103e+00	4.30880275251199e-03,5.95675797273990e-02
1.35831344658715e+00	4.32727538028948e-03,5.97038358556720e-02
1.36144468246594e+00	4.34583272809898e-03,5.98403987603093e-02
1.36458313658892e+00	4.36447518196285e-03,5.99772690980693e-02
1.36772882559584e+00	4.38320312964149e-03,6.01144475268773e-02
1.37088176616484e+00	4.40201696063622e-03,6.02519347058296e-02
1.37404197501251e+00	4.42091706620163e-03,6.03897312951881e-02
1.37720946889394e+00	4.43990383934828e-03,6.05278379563877e-02
1.38038426460288e+00	4.45897767485322e-03,6.06662553520330e-02
1.38356637897177e+00	4.47813896926898e-03,6.08049841458941e-02
1.38675582887188e+00	4.49738812093001e-03,6.09440250029142e-02
1.38995263121334e+00	4.51672552995606e-03,6.10833785892064e-02
1.39315680294529e+00	4.53615159826835e-03,6.12230455720581e-02
1.39636836105593e+00	4.55566672959369e-03,6.13630266199220e-02
1.39958732257261e+00	4.57527132946760e-03,6.15033224024265e-02
1.40281370456195e+00	4.59496580525036e-03,6.16439335903675e-02
1.40604752412990e+00	4.61475056612658e-03,6.17848608557189e-02
1.40928879842186e+00	4.63462602312434e-03,6.19261048716151e-02
1.41253754462274e+00	4.65459258910991e-03,6.20676663123737e-02
1.41579377995707e+00	4.67465067880475e-03,6.22095458534778e-02
1.41905752168908e+00	4.69480070879167e-03,6.23517441715853e-02
1.42232878712281e+00	4.71504309752395e-03,6.24942619445269e-02
1.42560759360218e+00	4.73537826532652e-03,6.26370998512995e-02
1.42889395851109e+00	4.75580663441755e-03,6.27802585720791e-02
1.43218789927353e+00	4.77632862890035e-03,6.29237387882132e-02
1.43548943335364e+00	4.79694467478395e-03,6.30675411822176e-02
1.43879857825583e+00	4.81765519999102e-03,6.32116664377812e-02
1.44211535152486e+00	4.83846063435400e-03,6.33561152397705e-02
1.44543977074592e+00	4.85936140963878e-03,6.35008882742194e-02
1.44877185354475e+00	4.88035795954255e-03,6.36459862283354e-02
1.45211161758773e+00	4.90145071970894e-03,6.37914097904938e-02
1.45545908058195e+00	4.92264012772821e-03,6.39371596502534e-02
1.45881426027534e+00	4.94392662315702e-03,6.40832364983296e-02
1.46217717445671e+00	4.96531064751853e-03,6.42296410266241e-02
1.46554784095590e+00	4.98679264431194e-03,6.43763739281988e-02
1.46892627764385e+00	5.00837305902038e-03,6.45234358972941e-02
1.47231250243271e+00	5.03005233912600e-03,6.46708276293208e-02
1.47570653327588e+00	5.05183093411175e-03,6.48185498208555e-02
1.47910838816819e+00	5.07370929547352e-03,6.49666031696544e-02
1.48251808514594e+00	5.09568787672432e-03,6.51149883746381e-02
1.48593564228699e+00	5.11776713341177e-03,6.52637061358965e-02
1.48936107771090e+00	5.13994752311802e-03,6.54127571546936e-02
1.49279440957898e+00	5.16222950547075e-03,6.55621421334628e-02
1.49623565609442e+00	5.18461354215642e-03,6.57118617758054e-02
1.49968483550236e+00	5.20710009692527e-03,6.58619167864903e-02
1.50314196609001e+00	5.22968963560017e-03,6.60123078714608e-02
1.50660706618673e+00	5.25238262608500e-03,6.61630357378190e-02
1.51008015416413e+00	5.27517953838150e-03,6.63141010938440e-02
1.51356124843619e+00	5.29808084458187e-03,6.64655046489791e-02
1.51705036745932e+00	5.32108701889581e-03,6.66172471138336e-02
1.52054752973248e+00	5.34419853764988e-03,6.67693292001832e-02
1.52405275379728e+00	5.36741587929758e-03,6.69217516209742e-02
1.52756605823806e+00	5.39073952442732e-03,6.70745150903085e-02
1.53108746168202e+00	5.41416995577674e-03,6.72276203234657e-02
1.53461698279928e+00	5.43770765823852e-03,6.73810680368753e-02
1.53815464030302e+00	5.46135311886921e-03,6.75348589481484e-02
1.54170045294954e+00	5.48510682690048e-03,6.76889937760387e-02
1.54525443953840e+00	5.50896927374310e-03,6.78434732404833e-02
1.54881661891247e+00	5.53294095300790e-03,6.79982980625609e-02
1.55238700995807e+00	5.55702236050200e-03,6.81534689645300e-02
1.55596563160506e+00	5.58121399424598e-03,6.83089866697962e-02
1.55955250282694e+00	5.60551635448254e-03,6.84648519029316e-02
1.56314764264094e+00	5.62992994368242e-03,6.86210653896623e-02
1.56675107010813e+00	5.65445526656288e-03,6.87776278568794e-02
1.57036280433354e+00	5.67909283008231e-03,6.89345400326255e-02
1.57398286446620e+00	5.70384314346384e-03,6.90918026461027e-02
1.57761126969933e+00	5.72870671820167e-03,6.92494164276666e-02
1.58124803927037e+00	5.75368406806315e-03,6.94073821088290e-02
1.58489319246110e+00	5.77877570910866e-03,6.95657004222590e-02
1.58854674859776e+00	5.80398215969964e-03,6.97243721017700e-02
1.59220872705115e+00	5.82930394049778e-03,6.98833978823334e-02
1.59587914723672e+00	5.85474157449090e-03,7.00427785000741e-02
1.59955802861465e+00	5.88029558699024e-03,7.02025146922619e-02
1.60324539069002e+00	5.90596650564828e-03,7.03626071973150e-02
1.60694125301286e+00	5.93175486046326e-03,7.05230567548058e-02
1.61064563517825e+00	5.95766118379551e-03,7.06838641054487e-02
1.61435855682647e+00	5.98368601036739e-03,7.08450299911025e-02
1.61808003764305e+00	6.00982987728720e-03,7.10065551547726e-02
1.62181009735891e+00	6.03609332404507e-03,7.11684403406124e-02
1.62554875575047e+00	6.06247689253288e-03,7.13306862939086e-02
1.62929603263970e+00	6.08898112705327e-03,7.14932937610930e-02
1.63305194789432e+00	6.11560657432649e-03,7.16562634897395e-02
1.63681652142779e+00	6.14235378350292e-03,7.18195962285555e-02
1.64058977319952e+00	6.16922330617114e-03,7.19832927273906e-02
1.64437172321491e+00	6.19621569637031e-03,7.21473537372276e-02
1.64816239152549e+00	6.22333151060495e-03,7.23117800101810e-02
1.65196179822900e+00	6.25057130784715e-03,7.24765722995006e-02
1.65576996346951e+00	6.27793564954893e-03,7.26417313595739e-02
1.65958690743754e+00	6.30542509965968e-03,7.28072579459031e-02
1.66341265037015e+00	6.33304022462917e-03,7.29731528151366e-02
1.66724721255104e+00	6.36078159341949e-03,7.31394167250330e-02
1.67109061431069e+00	6.38864977751884e-03,7.33060504344933e-02
1.67494287602642e+00	6.41664535095037e-03,7.34730547035303e-02
1.67880401812254e+00	6.44476889028447e-03,7.36404302932803e-02
1.68267406107045e+00	6.47302097464640e-03,7.38081779660070e-02
1.68655302538872e+00	6.50140218572547e-03,7.39762984850842e-02
1.69044093164324e+00	6.52991310779548e-03,7.41447926150096e-02
1.69433780044731e+00	6.55855432771758e-03,7.43136611213942e-02
1.69824365246172e+00	6.58732643495149e-03,7.44829047709609e-02
1.70215850839493e+00	6.61623002157124e-03,7.46525243315438e-02
1.70608238900310e+00	6.64526568226990e-03,7.48225205720938e-02
1.71001531509027e+00	6.67443401437392e-03,7.49928942626634e-02
1.71395730750840e+00	6.70373561785808e-03,7.51636461744122e-02
1.71790838715757e+00	6.73317109535238e-03,7.53347770796063e-02
1.72186857498599e+00	6.76274105214880e-03,7.55062877516090e-02
1.72583789199018e+00	6.79244609622103e-03,7.56781789648945e-02
1.72981635921508e+00	6.82228683823511e-03,7.58504514950226e-02
1.73380399775412e+00	6.85226389155059e-03,7.60231061186553e-02
1.73780082874935e+00	6.88237787224541e-03,7.61961436135529e-02
1.74180687339159e+00	6.91262939912407e-03,7.63695647585596e-02
1.74582215292048e+00	6.94301909371704e-03,7.65433703336112e-02
1.74984668862464e+00	6.97354758030843e-03,7.67175611197380e-02
1.75388050184174e+00	7.00421548593595e-03,7.68921378990438e-02
1.75792361395867e+00	7.03502344041443e-03,7.70671014547232e-02
1.76197604641161e+00	7.06597207633315e-03,7.72424525710512e-02
1.76603782068614e+00	7.09706202907969e-03,7.74181920333768e-02
1.77010895831740e+00	7.12829393684191e-03,7.75943206281310e-02
1.77418948089014e+00	7.15966844062363e-03,7.77708391428144e-02
1.77827941003890e+00	7.19118618426864e-03,7.79477483659940e-02
1.78237876744807e+00	7.22284781444798e-03,7.81250490873111e-02
1.78648757485203e+00	7.25465398069163e-03,7.83027420974757e-02
1.79060585403527e+00	7.28660533539316e-03,7.84808281882491e-02
1.79473362683250e+00	7.31870253382089e-03,7.86593081524704e-02
1.79887091512876e+00	7.35094623413428e-03,7.88381827840180e-02
1.80301774085955e+00	7.38333709739167e-03,7.90174528778358e-02
1.80717412601090e+00	7.41587578756395e-03,7.91971192299187e-02
1.81134009261958e+00	7.44856297154631e-03,7.93771826373156e-02
1.81551566277311e+00	7.48139931917447e-03,7.95576438981131e-02
1.81970085860996e+00	7.51438550323020e-03,7.97385038114446e-02
1.82389570231961e+00	7.54752219945728e-03,7.99197631774866e-02
1.82810021614272e+00	7.58081008657191e-03,8.01014227974555e-02
1.83231442237119e+00	7.61424984628447e-03,8.02834834736006e-02
1.83653834334832e+00	7.64784216329475e-03,8.04659460091951e-02
1.84077200146893e+00	7.68158772532017e-03,8.06488112085540e-02
1.84501541917945e+00	7.71548722309816e-03,8.08320798770103e-02
1.84926861897805e+00	7.74954135040689e-03,8.10157528209228e-02
1.85353162341479e+00	7.78375080406943e-03,8.11998308476705e-02
1.85780445509167e+00	7.81811628397498e-03,8.13843147656396e-02
1.86208713666284e+00	7.85263849308365e-03,8.15692053842407e-02
1.86637969083464e+00	7.88731813744341e-03,8.17545035138869e-02
1.87068214036577e+00	7.92215592620630e-03,8.19402099659980e-02
1.87499450806739e+00	7.95715257163443e-03,8.21263255529994e-02
1.87931681680324e+00	7.99230878911468e-03,8.23128510883120e-02
1.88364908948977e+00	8.02762529717396e-03,8.24997873863577e-02
1.88799134909627e+00	8.06310281749717e-03,8.26871352625394e-02
1.89234361864495e+00	8.09874207492171e-03,8.28748955332620e-02
1.89670592121112e+00	8.13454379747615e-03,8.30630690159030e-02
1.90107827992327e+00	8.17050871637012e-03,8.32516565288277e-02
1.90546071796322e+00	8.20663756602411e-03,8.34406588913786e-02
1.90985325856621e+00	8.24293108407440e-03,8.36300769238699e-02
1.91425592502106e+00	8.27939001139007e-03,8.38199114475814e-02
1.91866874067026e+00	8.31601509207936e-03,8.40101632847699e-02
1.92309172891013e+00	8.35280707351371e-03,8.42008332586355e-02
1.92752491319091e+00	8.38976670633536e-03,8.43919221933553e-02
1.93196831701690e+00	8.42689474446616e-03,8.45834309140509e-02
1.93642196394658e+00	8.46419194513204e-03,8.47753602467865e-02
1.94088587759275e+00	8.50165906886692e-03,8.49677110185880e-02
1.94536008162263e+00	8.53929687953489e-03,8.51604840574049e-02
1.94984459975802e+00	8.57710614433189e-03,8.53536801921397e-02
1.95433945577537e+00	8.61508763381432e-03,8.55473002526155e-02
1.95884467350596e+00	8.65324212189826e-03,8.57413450695825e-02
1.96336027683602e+00	8.69157038588621e-03,8.59358154747285e-02
1.96788628970682e+00	8.73007320647005e-03,8.61307123006511e-02
1.97242273611482e+00	8.76875136775436e-03,8.63260363808534e-02
1.97696964011183e+00	8.80760565725942e-03,8.65217885497702e-02
1.98152702580507e+00	8.84663686595005e-03,8.67179696427244e-02
1.98609491735734e+00	8.88584578823331e-03,8.69145804959430e-02
1.99067333898716e+00	8.92523322198968e-03,8.71116219465551e-02
1.99526231496885e+00	8.96479996856521e-03,8.73090948325783e-02
1.99986186963271e+00	9.00454683281236e-03,8.75069999929148e-02
2.00447202736513e+00	9.04447462308220e-03,8.77053382673484e-02
2.00909281260870e+00	9.08458415124896e-03,8.79041104965426e-02
2.01372424986236e+00	9.12487623272076e-03,8.81033175220271e-02
2.01836636368153e+00	9.16535168646232e-03,8.83029601862075e-02
2.02301917867824e+00	9.20601133499389e-03,8.85030393323368e-02
2.02768271952125e+00	9.24685600442211e-03,8.87035558045407e-02
2.03235701093619e+00	9.28788652444028e-03,8.89045104477838e-02
2.03704207770569e+00	9.32910372835783e-03,8.91059041078763e-02
2.04173794466950e+00	9.37050845309934e-03,8.93077376314753e-02
2.04644463672464e+00	9.41210153923483e-03,8.95100118660754e-02
2.05116217882553e+00	9.45388383097519e-03,8.97127276599868e-02
2.05589059598411e+00	9.49585617620941e-03,8.99158858623561e-02
2.06062991326997e+00	9.53801942650560e-03,9.01194873231399e-02
2.06538015581050e+00	9.58037443712227e-03,9.03235328931186e-02
2.07014134879101e+00	9.62292206703744e-03,9.05280234238669e-02
2.07491351745488e+00	9.66566317895226e-03,9.07329597677658e-02
2.07969668710366e+00	9.70859863931309e-03,9.09383427779927e-02
2.08449088309726e+00	9.75172931831559e-03,9.11441733085167e-02
2.08929613085401e+00	9.79505608993455e-03,9.13504522140820e-02
2.09411245585086e+00	9.83857983192934e-03,9.15571803502161e-02
2.09893988362349e+00	9.88230142586552e-03,9.17643585732166e-02
2.10377843976644e+00	9.92622175711769e-03,9.19719877401482e-02
2.10862814993326e+00	9.97034171490278e-03,9.21800687088354e-02
2.11348903983661e+00	1.00146621922818e-02,9.23886023378422e-02
2.11836113524847e+00	1.00591840861817e-02,9.25975894864984e-02
2.12324446200018e+00	1.01039082974052e-02,9.28070310148551e-02
2.12813904598268e+00	1.01488357306533e-02,9.30169277837122e-02
2.13304491314654e+00	1.01939672945372e-02,9.32272806545894e-02
2.13796208950220e+00	1.02393039015949e-02,9.34380904897251e-02
2.14289060112002e+00	1.02848464683074e-02,9.36493581520725e-02
2.14783047413050e+00	1.03305959151085e-02,9.38610845052895e-02
2.15278173472434e+00	1.03765531664139e-02,9.40732704137368e-02
2.15774440915263e+00	1.04227191506197e-02,9.42859167424693e-02
2.16271852372698e+00	1.04690948001318e-02,9.44990243572225e-02
2.16770410481966e+00	1.05156810513803e-02,9.47125941244094e-02
2.17270117886371e+00	1.05624788448280e-02,9.49266269111301e-02
2.17770977235312e+00	1.06094891249929e-02,9.51411235851297e-02
2.18272991184296e+00	1.06567128404630e-02,9.53560850148161e-02
2.18776162394952e+00	1.07041509439126e-02,9.55715120692553e-02
2.19280493535041e+00	1.07518043921176e-02,9.57874056181455e-02
2.19785987278479e+00	1.07996741459660e-02,9.60037665318336e-02
2.20292646305342e+00	1.08477611704932e-02,9.62205956812751e-02
2.20800473301886e+00	1.08960664348739e-02,9.64378939380573e-02
2.21309470960560e+00	1.09445909124585e-02,9.66556621743822e-02
2.21819641980018e+00	1.09933355807727e-02,9.68739012630474e-02
2.22330989065136e+00	1.10423014215502e-02,9.70926120774466e-02
2.22843514927026e+00	1.10914894207383e-02,9.73117954915790e-02
2.23357222283049e+00	1.11409005685168e-02,9.75314523799993e-02
2.23872113856830e+00	1.11905358593194e-02,9.77515836178511e-02
2.24388192378273e+00	1.12403962918429e-02,9.79721900808433e-02
2.24905460583574e+00	1.12904828690720e-02,9.81932726452284e-02
2.25423921215239e+00	1.13407965982890e-02,9.84148321878222e-02
2.25943577022094e+00	1.13913384910937e-02,9.86368695859667e-02
2.26464430759302e+00	1.14421095634229e-02,9.88593857175401e-02
2.26986485188378e+00	1.14931108355608e-02,9.90823814609388e-02
2.27509743077203e+00	1.15443433321653e-02,9.93058576950826e-02
2.28034207200038e+00	1.15958080822738e-02,9.95298152993875e-02
2.28559880337539e+00	1.16475061193368e-02,9.97542551537729e-02
2.29086765276773e+00	1.16994384812114e-02,9.99791781386332e-02
2.29614864811232e+00	1.17516062102027e-02,1.00204585134857e-01
2.30144181740847e+00	1.18040103530648e-02,1.00430477023783e-01
2.30674718872003e+00	1.18566519610235e-02,1.00656854687230e-01
2.31206479017555e+00	1.19095320897996e-02,1.00883719007453e-01
2.31739464996844e+00	1.19626517996130e-02,1.01111070867160e-01
2.32273679635706e+00	1.20160121552143e-02,1.01338911149475e-01
2.32809125766496e+00	1.20696142258912e-02,1.01567240737959e-01
2.33345806228096e+00	1.21234590854968e-02,1.01796060516585e-01
2.33883723865931e+00	1.21775478124566e-02,1.02025371369721e-01
2.34422881531988e+00	1.22318814897884e-02,1.02255174182131e-01
2.34963282084826e+00	1.22864612051318e-02,1.02485469838975e-01
2.35504928389597e+00	1.23412880507473e-02,1.02716259225762e-01
2.36047823318053e+00	1.23963631235522e-02,1.02947543228390e-01
2.36591969748571e+00	1.24516875251217e-02,1.03179322733100e-01
2.37137370566161e+00	1.25072623617242e-02,1.03411598626470e-01
2.37684028662483e+00	1.25630887443221e-02,1.03644371795419e-01
2.38231946935864e+00	1.26191677886034e-02,1.03877643127192e-01
2.38781128291313e+00	1.26755006149927e-02,1.04111413509336e-01
2.39331575640534e+00	1.27320883486754e-02,1.04345683829714e-01
2.39883291901944e+00	1.27889321196024e-02,1.04580454976463e-01
2.40436280000689e+00	1.28460330625286e-02,1.04815727838013e-01
2.40990542868655e+00	1.29033923170134e-02,1.05051503303054e-01
2.41546083444489e+00	1.29610110274494e-02,1.05287782260548e-01
2.42102904673613e+00	1.30188903430785e-02,1.05524565599689e-01
2.42661009508237e+00	1.30770314180057e-02,1.05761854209912e-01
2.43220400907377e+00	1.31354354112246e-02,1.05999648980883e-01
2.43781081836870e+00	1.31941034866320e-02,1.06237950802478e-01
2.44343055269392e+00	1.32530368130487e-02,1.06476760564772e-01
2.44906324184470e+00	1.33122365642343e-02,1.06716079158036e-01
2.45470891568498e+00	1.33717039189101e-02,1.06955907472716e-01
2.46036760414758e+00	1.34314400607759e-02,1.07196246399421e-01
2.46603933723429e+00	1.34914461785323e-02,1.07437096828929e-01
2.47172414501608e+00	1.35517234658931e-02,1.07678459652148e-01
2.47742205763324e+00	1.36122731216076e-02,1.07920335760121e-01
2.48313310529552e+00	1.36730963494822e-02,1.08162726044016e-01
2.48885731828234e+00	1.37341943583980e-02,1.08405631395098e-01
2.49459472694290e+00	1.37955683623231e-02,1.08649052704733e-01
2.50034536169638e+00	1.38572195803474e-02,1.08892990864371e-01
2.50610925303206e+00	1.39191492366800e-02,1.09137446765522e-01
2.51188643150953e+00	1.39813585606918e-02,1.09382421299762e-01
2.51767692775880e+00	1.40438487869157e-02,1.09627915358705e-01
2.52348077248052e+00	1.41066211550772e-02,1.09873929833999e-01
2.52929799644609e+00	1.41696769101101e-02,1.10120465617309e-01
2.53512863049786e+00	1.42330173021775e-02,1.10367523600306e-01
2.54097270554925e+00	1.42966435866892e-02,1.10615104674649e-01
2.54683025258499e+00	1.43605570243160e-02,1.10863209731977e-01
2.55270130266119e+00	1.44247588810264e-02,1.11111839663899e-01
2.55858588690559e+00	1.44892504280893e-02,1.11360995361964e-01
2.56448403651766e+00	1.45540329420969e-02,1.11610677717666e-01
2.57039578276881e+00	1.46191077049946e-02,1.11860887622426e-01
2.57632115700252e+00	1.46844760040839e-02,1.12111625967562e-01
2.58226019063454e+00	1.47501391320640e-02,1.12362893644298e-01
2.58821291515304e+00	1.48160983870300e-02,1.12614691543740e-01
2.59417936211876e+00	1.48823550725043e-02,1.12867020556849e-01
2.60015956316522e+00	1.49489104974569e-02,1.13119881574457e-01
2.60615354999884e+00	1.50157659763193e-02,1.13373275487221e-01
2.61216135439915e+00	1.50829228290130e-02,1.13627203185623e-01
2.61818300821893e+00	1.51503823809639e-02,1.13881665559959e-01
2.62421854338439e+00	1.52181459631231e-02,1.14136663500311e-01
2.63026799189533e+00	1.52862149119851e-02,1.14392197896549e-01
2.63633138582532e+00	1.53545905696127e-02,1.14648269638299e-01
2.64240875732189e+00	1.54232742836573e-02,1.14904879614937e-01
