Freq.	V(n014)
1.01484566281809e+001	(-2.20302830816975e-001dB,-1.68842540117319e+002°)
1.01507936657269e+001	(-2.20158559377094e-001dB,-1.68847252602015e+002°)
1.01531312414576e+001	(-2.20014361458778e-001dB,-1.68851964666690e+002°)
1.01554693554969e+001	(-2.19870237038892e-001dB,-1.68856676311480e+002°)
1.01578080079690e+001	(-2.19726186094343e-001dB,-1.68861387536523e+002°)
1.01601471989976e+001	(-2.19582208601957e-001dB,-1.68866098341956e+002°)
1.01624869287069e+001	(-2.19438304538705e-001dB,-1.68870808727914e+002°)
1.01648271972209e+001	(-2.19294473881612e-001dB,-1.68875518694534e+002°)
1.01671680046637e+001	(-2.19150716607421e-001dB,-1.68880228241954e+002°)
1.01695093511594e+001	(-2.19007032693004e-001dB,-1.68884937370310e+002°)
1.01718512368321e+001	(-2.18863422115593e-001dB,-1.68889646079739e+002°)
1.01741936618060e+001	(-2.18719884852012e-001dB,-1.68894354370377e+002°)
1.01765366262053e+001	(-2.18576420879221e-001dB,-1.68899062242363e+002°)
1.01788801301542e+001	(-2.18433030174058e-001dB,-1.68903769695832e+002°)
1.01812241737769e+001	(-2.18289712713745e-001dB,-1.68908476730922e+002°)
1.01835687571978e+001	(-2.18146468475031e-001dB,-1.68913183347770e+002°)
1.01859138805411e+001	(-2.18003297435215e-001dB,-1.68917889546513e+002°)
1.01882595439312e+001	(-2.17860199571057e-001dB,-1.68922595327288e+002°)
1.01906057474925e+001	(-2.17717174859678e-001dB,-1.68927300690232e+002°)
1.01929524913492e+001	(-2.17574223278025e-001dB,-1.68932005635483e+002°)
1.01952997756260e+001	(-2.17431344803383e-001dB,-1.68936710163177e+002°)
1.01976476004471e+001	(-2.17288539412467e-001dB,-1.68941414273452e+002°)
1.01999959659371e+001	(-2.17145807082539e-001dB,-1.68946117966446e+002°)
1.02023448722206e+001	(-2.17003147790645e-001dB,-1.68950821242296e+002°)
1.02046943194219e+001	(-2.16860561513858e-001dB,-1.68955524101138e+002°)
1.02070443076658e+001	(-2.16718048229312e-001dB,-1.68960226543111e+002°)
1.02093948370767e+001	(-2.16575607913883e-001dB,-1.68964928568352e+002°)
1.02117459077794e+001	(-2.16433240544942e-001dB,-1.68969630176999e+002°)
1.02140975198984e+001	(-2.16290946099497e-001dB,-1.68974331369189e+002°)
1.02164496735585e+001	(-2.16148724554711e-001dB,-1.68979032145059e+002°)
1.02188023688843e+001	(-2.16006575887530e-001dB,-1.68983732504749e+002°)
1.02211556060007e+001	(-2.15864500075407e-001dB,-1.68988432448394e+002°)
1.02235093850322e+001	(-2.15722497095193e-001dB,-1.68993131976133e+002°)
1.02258637061039e+001	(-2.15580566924271e-001dB,-1.68997831088103e+002°)
1.02282185693404e+001	(-2.15438709539603e-001dB,-1.69002529784443e+002°)
1.02305739748666e+001	(-2.15296924918607e-001dB,-1.69007228065290e+002°)
1.02329299228075e+001	(-2.15155213038271e-001dB,-1.69011925930782e+002°)
1.02352864132878e+001	(-2.15013573876040e-001dB,-1.69016623381057e+002°)
1.02376434464327e+001	(-2.14872007408752e-001dB,-1.69021320416253e+002°)
1.02400010223669e+001	(-2.14730513613936e-001dB,-1.69026017036507e+002°)
1.02423591412156e+001	(-2.14589092468670e-001dB,-1.69030713241959e+002°)
1.02447178031037e+001	(-2.14447743950278e-001dB,-1.69035409032746e+002°)
1.02470770081564e+001	(-2.14306468035781e-001dB,-1.69040104409006e+002°)
1.02494367564986e+001	(-2.14165264702820e-001dB,-1.69044799370877e+002°)
1.02517970482555e+001	(-2.14024133928452e-001dB,-1.69049493918498e+002°)
1.02541578835522e+001	(-2.13883075689811e-001dB,-1.69054188052006e+002°)
1.02565192625140e+001	(-2.13742089964461e-001dB,-1.69058881771540e+002°)
1.02588811852660e+001	(-2.13601176729332e-001dB,-1.69063575077239e+002°)
1.02612436519333e+001	(-2.13460335962057e-001dB,-1.69068267969240e+002°)
1.02636066626414e+001	(-2.13319567639836e-001dB,-1.69072960447682e+002°)
1.02659702175155e+001	(-2.13178871739886e-001dB,-1.69077652512704e+002°)
1.02683343166808e+001	(-2.13038248239724e-001dB,-1.69082344164443e+002°)
1.02706989602627e+001	(-2.12897697116610e-001dB,-1.69087035403038e+002°)
1.02730641483867e+001	(-2.12757218347788e-001dB,-1.69091726228629e+002°)
1.02754298811780e+001	(-2.12616811910727e-001dB,-1.69096416641352e+002°)
1.02777961587622e+001	(-2.12476477782683e-001dB,-1.69101106641348e+002°)
1.02801629812646e+001	(-2.12336215941178e-001dB,-1.69105796228755e+002°)
1.02825303488109e+001	(-2.12196026363383e-001dB,-1.69110485403711e+002°)
1.02848982615264e+001	(-2.12055909027032e-001dB,-1.69115174166354e+002°)
1.02872667195367e+001	(-2.11915863909229e-001dB,-1.69119862516825e+002°)
1.02896357229675e+001	(-2.11775890987417e-001dB,-1.69124550455262e+002°)
1.02920052719442e+001	(-2.11635990239198e-001dB,-1.69129237981802e+002°)
1.02943753665926e+001	(-2.11496161641875e-001dB,-1.69133925096587e+002°)
1.02967460070382e+001	(-2.11356405172854e-001dB,-1.69138611799753e+002°)
1.02991171934069e+001	(-2.11216720809643e-001dB,-1.69143298091441e+002°)
1.03014889258243e+001	(-2.11077108529607e-001dB,-1.69147983971788e+002°)
1.03038612044161e+001	(-2.10937568310375e-001dB,-1.69152669440935e+002°)
1.03062340293081e+001	(-2.10798100129399e-001dB,-1.69157354499021e+002°)
1.03086074006262e+001	(-2.10658703963964e-001dB,-1.69162039146183e+002°)
1.03109813184961e+001	(-2.10519379791745e-001dB,-1.69166723382562e+002°)
1.03133557830437e+001	(-2.10380127590275e-001dB,-1.69171407208297e+002°)
1.03157307943950e+001	(-2.10240947336935e-001dB,-1.69176090623527e+002°)
1.03181063526758e+001	(-2.10101839009317e-001dB,-1.69180773628391e+002°)
1.03204824580121e+001	(-2.09962802584894e-001dB,-1.69185456223028e+002°)
1.03228591105299e+001	(-2.09823838041388e-001dB,-1.69190138407578e+002°)
1.03252363103551e+001	(-2.09684945356141e-001dB,-1.69194820182181e+002°)
1.03276140576139e+001	(-2.09546124506889e-001dB,-1.69199501546974e+002°)
1.03299923524322e+001	(-2.09407375471033e-001dB,-1.69204182502099e+002°)
1.03323711949362e+001	(-2.09268698226156e-001dB,-1.69208863047695e+002°)
1.03347505852520e+001	(-2.09130092750051e-001dB,-1.69213543183900e+002°)
1.03371305235057e+001	(-2.08991559020026e-001dB,-1.69218222910855e+002°)
1.03395110098236e+001	(-2.08853097014034e-001dB,-1.69222902228699e+002°)
1.03418920443318e+001	(-2.08714706709465e-001dB,-1.69227581137571e+002°)
1.03442736271566e+001	(-2.08576388083848e-001dB,-1.69232259637613e+002°)
1.03466557584243e+001	(-2.08438141115017e-001dB,-1.69236937728962e+002°)
1.03490384382611e+001	(-2.08299965780605e-001dB,-1.69241615411759e+002°)
1.03514216667933e+001	(-2.08161862058042e-001dB,-1.69246292686144e+002°)
1.03538054441474e+001	(-2.08023829925270e-001dB,-1.69250969552256e+002°)
1.03561897704498e+001	(-2.07885869359716e-001dB,-1.69255646010236e+002°)
1.03585746458267e+001	(-2.07747980339315e-001dB,-1.69260322060223e+002°)
1.03609600704047e+001	(-2.07610162841704e-001dB,-1.69264997702357e+002°)
1.03633460443103e+001	(-2.07472416844341e-001dB,-1.69269672936778e+002°)
1.03657325676699e+001	(-2.07334742325082e-001dB,-1.69274347763626e+002°)
1.03681196406101e+001	(-2.07197139261846e-001dB,-1.69279022183042e+002°)
1.03705072632575e+001	(-2.07059607632090e-001dB,-1.69283696195164e+002°)
1.03728954357386e+001	(-2.06922147413573e-001dB,-1.69288369800135e+002°)
1.03752841581800e+001	(-2.06784758584159e-001dB,-1.69293042998092e+002°)
1.03776734307084e+001	(-2.06647441121505e-001dB,-1.69297715789178e+002°)
1.03800632534505e+001	(-2.06510195003628e-001dB,-1.69302388173531e+002°)
1.03824536265330e+001	(-2.06373020207806e-001dB,-1.69307060151292e+002°)
1.03848445500826e+001	(-2.06235916712262e-001dB,-1.69311731722602e+002°)
1.03872360242261e+001	(-2.06098884494629e-001dB,-1.69316402887601e+002°)
1.03896280490902e+001	(-2.05961923532685e-001dB,-1.69321073646429e+002°)
1.03920206248019e+001	(-2.05825033804229e-001dB,-1.69325743999226e+002°)
1.03944137514879e+001	(-2.05688215287171e-001dB,-1.69330413946134e+002°)
1.03968074292751e+001	(-2.05551467959306e-001dB,-1.69335083487292e+002°)
1.03992016582905e+001	(-2.05414791798374e-001dB,-1.69339752622842e+002°)
1.04015964386609e+001	(-2.05278186782299e-001dB,-1.69344421352923e+002°)
1.04039917705134e+001	(-2.05141652889064e-001dB,-1.69349089677676e+002°)
1.04063876539749e+001	(-2.05005190096353e-001dB,-1.69353757597242e+002°)
1.04087840891725e+001	(-2.04868798381990e-001dB,-1.69358425111762e+002°)
1.04111810762333e+001	(-2.04732477724182e-001dB,-1.69363092221376e+002°)
1.04135786152842e+001	(-2.04596228100521e-001dB,-1.69367758926225e+002°)
1.04159767064525e+001	(-2.04460049488990e-001dB,-1.69372425226449e+002°)
1.04183753498653e+001	(-2.04323941867605e-001dB,-1.69377091122191e+002°)
1.04207745456497e+001	(-2.04187905214002e-001dB,-1.69381756613590e+002°)
1.04231742939329e+001	(-2.04051939506366e-001dB,-1.69386421700787e+002°)
1.04255745948422e+001	(-2.03916044722639e-001dB,-1.69391086383923e+002°)
1.04279754485049e+001	(-2.03780220840687e-001dB,-1.69395750663140e+002°)
1.04303768550482e+001	(-2.03644467838606e-001dB,-1.69400414538578e+002°)
1.04327788145995e+001	(-2.03508785694026e-001dB,-1.69405078010378e+002°)
1.04351813272861e+001	(-2.03373174385310e-001dB,-1.69409741078682e+002°)
1.04375843932354e+001	(-2.03237633890275e-001dB,-1.69414403743630e+002°)
1.04399880125747e+001	(-2.03102164186789e-001dB,-1.69419066005364e+002°)
1.04423921854316e+001	(-2.02966765253112e-001dB,-1.69423727864025e+002°)
1.04447969119335e+001	(-2.02831437067136e-001dB,-1.69428389319753e+002°)
1.04472021922079e+001	(-2.02696179606827e-001dB,-1.69433050372691e+002°)
1.04496080263823e+001	(-2.02560992850319e-001dB,-1.69437711022980e+002°)
1.04520144145842e+001	(-2.02425876775597e-001dB,-1.69442371270760e+002°)
1.04544213569413e+001	(-2.02290831360706e-001dB,-1.69447031116174e+002°)
1.04568288535812e+001	(-2.02155856583729e-001dB,-1.69451690559362e+002°)
1.04592369046315e+001	(-2.02020952422769e-001dB,-1.69456349600467e+002°)
1.04616455102199e+001	(-2.01886118855938e-001dB,-1.69461008239629e+002°)
1.04640546704741e+001	(-2.01751355861109e-001dB,-1.69465666476990e+002°)
1.04664643855218e+001	(-2.01616663416610e-001dB,-1.69470324312692e+002°)
1.04688746554908e+001	(-2.01482041500522e-001dB,-1.69474981746876e+002°)
1.04712854805088e+001	(-2.01347490090811e-001dB,-1.69479638779684e+002°)
1.04736968607038e+001	(-2.01213009165681e-001dB,-1.69484295411258e+002°)
1.04761087962035e+001	(-2.01078598703302e-001dB,-1.69488951641739e+002°)
1.04785212871358e+001	(-2.00944258681838e-001dB,-1.69493607471269e+002°)
1.04809343336286e+001	(-2.00809989079426e-001dB,-1.69498262899989e+002°)
1.04833479358099e+001	(-2.00675789874158e-001dB,-1.69502917928042e+002°)
1.04857620938076e+001	(-2.00541661044246e-001dB,-1.69507572555570e+002°)
1.04881768077497e+001	(-2.00407602567911e-001dB,-1.69512226782713e+002°)
1.04905920777643e+001	(-2.00273614423283e-001dB,-1.69516880609615e+002°)
1.04930079039794e+001	(-2.00139696588661e-001dB,-1.69521534036417e+002°)
1.04954242865231e+001	(-2.00005849042092e-001dB,-1.69526187063261e+002°)
1.04978412255235e+001	(-1.99872071761950e-001dB,-1.69530839690289e+002°)
1.05002587211087e+001	(-1.99738364726304e-001dB,-1.69535491917643e+002°)
1.05026767734069e+001	(-1.99604727913577e-001dB,-1.69540143745466e+002°)
1.05050953825464e+001	(-1.99471161301857e-001dB,-1.69544795173899e+002°)
1.05075145486554e+001	(-1.99337664869611e-001dB,-1.69549446203084e+002°)
1.05099342718620e+001	(-1.99204238594855e-001dB,-1.69554096833164e+002°)
1.05123545522947e+001	(-1.99070882455830e-001dB,-1.69558747064281e+002°)
1.05147753900817e+001	(-1.98937596431187e-001dB,-1.69563396896577e+002°)
1.05171967853513e+001	(-1.98804380498819e-001dB,-1.69568046330195e+002°)
1.05196187382321e+001	(-1.98671234637218e-001dB,-1.69572695365277e+002°)
1.05220412488523e+001	(-1.98538158824685e-001dB,-1.69577344001965e+002°)
1.05244643173404e+001	(-1.98405153039479e-001dB,-1.69581992240402e+002°)
1.05268879438249e+001	(-1.98272217260258e-001dB,-1.69586640080729e+002°)
1.05293121284342e+001	(-1.98139351464766e-001dB,-1.69591287523091e+002°)
1.05317368712970e+001	(-1.98006555631745e-001dB,-1.69595934567628e+002°)
1.05341621725417e+001	(-1.97873829739552e-001dB,-1.69600581214484e+002°)
1.05365880322970e+001	(-1.97741173766316e-001dB,-1.69605227463802e+002°)
1.05390144506914e+001	(-1.97608587690692e-001dB,-1.69609873315723e+002°)
1.05414414278537e+001	(-1.97476071490897e-001dB,-1.69614518770391e+002°)
1.05438689639124e+001	(-1.97343625145393e-001dB,-1.69619163827948e+002°)
1.05462970589963e+001	(-1.97211248632538e-001dB,-1.69623808488537e+002°)
1.05487257132342e+001	(-1.97078941930700e-001dB,-1.69628452752300e+002°)
1.05511549267547e+001	(-1.96946705018365e-001dB,-1.69633096619382e+002°)
1.05535846996868e+001	(-1.96814537874043e-001dB,-1.69637740089923e+002°)
1.05560150321591e+001	(-1.96682440476095e-001dB,-1.69642383164068e+002°)
1.05584459243006e+001	(-1.96550412803037e-001dB,-1.69647025841959e+002°)
1.05608773762402e+001	(-1.96418454833085e-001dB,-1.69651668123739e+002°)
1.05633093881067e+001	(-1.96286566545020e-001dB,-1.69656310009552e+002°)
1.05657419600291e+001	(-1.96154747917128e-001dB,-1.69660951499539e+002°)
1.05681750921364e+001	(-1.96022998927950e-001dB,-1.69665592593845e+002°)
1.05706087845576e+001	(-1.95891319556040e-001dB,-1.69670233292611e+002°)
1.05730430374217e+001	(-1.95759709779836e-001dB,-1.69674873595983e+002°)
1.05754778508577e+001	(-1.95628169577807e-001dB,-1.69679513504101e+002°)
1.05779132249948e+001	(-1.95496698928599e-001dB,-1.69684153017111e+002°)
1.05803491599621e+001	(-1.95365297810509e-001dB,-1.69688792135154e+002°)
1.05827856558888e+001	(-1.95233966202382e-001dB,-1.69693430858374e+002°)
1.05852227129039e+001	(-1.95102704082535e-001dB,-1.69698069186915e+002°)
1.05876603311368e+001	(-1.94971511429713e-001dB,-1.69702707120920e+002°)
1.05900985107166e+001	(-1.94840388222446e-001dB,-1.69707344660532e+002°)
1.05925372517727e+001	(-1.94709334439161e-001dB,-1.69711981805895e+002°)
1.05949765544343e+001	(-1.94578350058578e-001dB,-1.69716618557151e+002°)
1.05974164188308e+001	(-1.94447435059331e-001dB,-1.69721254914446e+002°)
1.05998568450915e+001	(-1.94316589419957e-001dB,-1.69725890877921e+002°)
1.06022978333458e+001	(-1.94185813119099e-001dB,-1.69730526447720e+002°)
1.06047393837231e+001	(-1.94055106135376e-001dB,-1.69735161623988e+002°)
1.06071814963530e+001	(-1.93924468447152e-001dB,-1.69739796406868e+002°)
1.06096241713647e+001	(-1.93793900033649e-001dB,-1.69744430796502e+002°)
1.06120674088880e+001	(-1.93663400873088e-001dB,-1.69749064793036e+002°)
1.06145112090522e+001	(-1.93532970944147e-001dB,-1.69753698396613e+002°)
1.06169555719870e+001	(-1.93402610225695e-001dB,-1.69758331607376e+002°)
1.06194004978220e+001	(-1.93272318696258e-001dB,-1.69762964425470e+002°)
1.06218459866868e+001	(-1.93142096334625e-001dB,-1.69767596851038e+002°)
1.06242920387111e+001	(-1.93011943119469e-001dB,-1.69772228884223e+002°)
1.06267386540244e+001	(-1.92881859029424e-001dB,-1.69776860525171e+002°)
1.06291858327567e+001	(-1.92751844043252e-001dB,-1.69781491774024e+002°)
1.06316335750375e+001	(-1.92621898139715e-001dB,-1.69786122630927e+002°)
1.06340818809968e+001	(-1.92492021297498e-001dB,-1.69790753096024e+002°)
1.06365307507642e+001	(-1.92362213495387e-001dB,-1.69795383169458e+002°)
1.06389801844696e+001	(-1.92232474712086e-001dB,-1.69800012851375e+002°)
1.06414301822429e+001	(-1.92102804926409e-001dB,-1.69804642141917e+002°)
1.06438807442141e+001	(-1.91973204117205e-001dB,-1.69809271041229e+002°)
1.06463318705129e+001	(-1.91843672263028e-001dB,-1.69813899549456e+002°)
1.06487835612694e+001	(-1.91714209342914e-001dB,-1.69818527666741e+002°)
1.06512358166136e+001	(-1.91584815335554e-001dB,-1.69823155393229e+002°)
1.06536886366754e+001	(-1.91455490219635e-001dB,-1.69827782729063e+002°)
1.06561420215850e+001	(-1.91326233974265e-001dB,-1.69832409674389e+002°)
1.06585959714723e+001	(-1.91197046578084e-001dB,-1.69837036229350e+002°)
1.06610504864676e+001	(-1.91067928009896e-001dB,-1.69841662394092e+002°)
1.06635055667009e+001	(-1.90938878248627e-001dB,-1.69846288168758e+002°)
1.06659612123024e+001	(-1.90809897273084e-001dB,-1.69850913553492e+002°)
1.06684174234022e+001	(-1.90680985062101e-001dB,-1.69855538548440e+002°)
1.06708742001308e+001	(-1.90552141594777e-001dB,-1.69860163153745e+002°)
1.06733315426182e+001	(-1.90423366849643e-001dB,-1.69864787369553e+002°)
1.06757894509947e+001	(-1.90294660805928e-001dB,-1.69869411196008e+002°)
1.06782479253908e+001	(-1.90166023442310e-001dB,-1.69874034633254e+002°)
1.06807069659366e+001	(-1.90037454737820e-001dB,-1.69878657681436e+002°)
1.06831665727627e+001	(-1.89908954671217e-001dB,-1.69883280340699e+002°)
1.06856267459994e+001	(-1.89780523221649e-001dB,-1.69887902611188e+002°)
1.06880874857771e+001	(-1.89652160368044e-001dB,-1.69892524493047e+002°)
1.06905487922263e+001	(-1.89523866089177e-001dB,-1.69897145986421e+002°)
1.06930106654776e+001	(-1.89395640364034e-001dB,-1.69901767091455e+002°)
1.06954731056614e+001	(-1.89267483171719e-001dB,-1.69906387808294e+002°)
1.06979361129082e+001	(-1.89139394491077e-001dB,-1.69911008137082e+002°)
1.07003996873488e+001	(-1.89011374301113e-001dB,-1.69915628077965e+002°)
1.07028638291136e+001	(-1.88883422580981e-001dB,-1.69920247631087e+002°)
1.07053285383334e+001	(-1.88755539309495e-001dB,-1.69924866796594e+002°)
1.07077938151388e+001	(-1.88627724465816e-001dB,-1.69929485574630e+002°)
1.07102596596605e+001	(-1.88499978028752e-001dB,-1.69934103965341e+002°)
1.07127260720292e+001	(-1.88372299977490e-001dB,-1.69938721968871e+002°)
1.07151930523758e+001	(-1.88244690291006e-001dB,-1.69943339585366e+002°)
1.07176606008310e+001	(-1.88117148948465e-001dB,-1.69947956814971e+002°)
1.07201287175257e+001	(-1.87989675928833e-001dB,-1.69952573657831e+002°)
1.07225974025906e+001	(-1.87862271211230e-001dB,-1.69957190114092e+002°)
1.07250666561568e+001	(-1.87734934774641e-001dB,-1.69961806183898e+002°)
1.07275364783550e+001	(-1.87607666598178e-001dB,-1.69966421867395e+002°)
1.07300068693164e+001	(-1.87480466661011e-001dB,-1.69971037164728e+002°)
1.07324778291717e+001	(-1.87353334942146e-001dB,-1.69975652076043e+002°)
1.07349493580521e+001	(-1.87226271420842e-001dB,-1.69980266601484e+002°)
1.07374214560886e+001	(-1.87099276076042e-001dB,-1.69984880741198e+002°)
1.07398941234122e+001	(-1.86972348887128e-001dB,-1.69989494495330e+002°)
1.07423673601541e+001	(-1.86845489832951e-001dB,-1.69994107864025e+002°)
1.07448411664453e+001	(-1.86718698892873e-001dB,-1.69998720847429e+002°)
1.07473155424171e+001	(-1.86591976045925e-001dB,-1.70003333445687e+002°)
1.07497904882006e+001	(-1.86465321271343e-001dB,-1.70007945658945e+002°)
1.07522660039270e+001	(-1.86338734548240e-001dB,-1.70012557487349e+002°)
1.07547420897276e+001	(-1.86212215856041e-001dB,-1.70017168931044e+002°)
1.07572187457337e+001	(-1.86085765173546e-001dB,-1.70021779990176e+002°)
1.07596959720766e+001	(-1.85959382480249e-001dB,-1.70026390664891e+002°)
1.07621737688876e+001	(-1.85833067755334e-001dB,-1.70031000955334e+002°)
1.07646521362981e+001	(-1.85706820977983e-001dB,-1.70035610861652e+002°)
1.07671310744395e+001	(-1.85580642127453e-001dB,-1.70040220383989e+002°)
1.07696105834432e+001	(-1.85454531182964e-001dB,-1.70044829522492e+002°)
1.07720906634407e+001	(-1.85328488123737e-001dB,-1.70049438277308e+002°)
1.07745713145634e+001	(-1.85202512929046e-001dB,-1.70054046648581e+002°)
1.07770525369430e+001	(-1.85076605578186e-001dB,-1.70058654636457e+002°)
1.07795343307109e+001	(-1.84950766050494e-001dB,-1.70063262241084e+002°)
1.07820166959987e+001	(-1.84824994325221e-001dB,-1.70067869462606e+002°)
1.07844996329381e+001	(-1.84699290381640e-001dB,-1.70072476301169e+002°)
1.07869831416606e+001	(-1.84573654198956e-001dB,-1.70077082756921e+002°)
1.07894672222980e+001	(-1.84448085756579e-001dB,-1.70081688830007e+002°)
1.07919518749820e+001	(-1.84322585034030e-001dB,-1.70086294520572e+002°)
1.07944370998443e+001	(-1.84197152010418e-001dB,-1.70090899828765e+002°)
1.07969228970166e+001	(-1.84071786665054e-001dB,-1.70095504754729e+002°)
1.07994092666308e+001	(-1.83946488977452e-001dB,-1.70100109298613e+002°)
1.08018962088186e+001	(-1.83821258926851e-001dB,-1.70104713460561e+002°)
1.08043837237120e+001	(-1.83696096492634e-001dB,-1.70109317240721e+002°)
1.08068718114428e+001	(-1.83571001654277e-001dB,-1.70113920639239e+002°)
1.08093604721430e+001	(-1.83445974391131e-001dB,-1.70118523656261e+002°)
1.08118497059444e+001	(-1.83321014682581e-001dB,-1.70123126291934e+002°)
1.08143395129791e+001	(-1.83196122508030e-001dB,-1.70127728546403e+002°)
1.08168298933791e+001	(-1.83071297846817e-001dB,-1.70132330419817e+002°)
1.08193208472763e+001	(-1.82946540678587e-001dB,-1.70136931912320e+002°)
1.08218123748029e+001	(-1.82821850982547e-001dB,-1.70141533024060e+002°)
1.08243044760910e+001	(-1.82697228738367e-001dB,-1.70146133755183e+002°)
1.08267971512727e+001	(-1.82572673925175e-001dB,-1.70150734105835e+002°)
1.08292904004802e+001	(-1.82448186522768e-001dB,-1.70155334076165e+002°)
1.08317842238456e+001	(-1.82323766510479e-001dB,-1.70159933666317e+002°)
1.08342786215011e+001	(-1.82199413867830e-001dB,-1.70164532876439e+002°)
