Frequency (Hz),Trace 1: Impedance: Real (Ω),Trace 1: Impedance: Imaginary (Ω),Trace 1: Impedance: Cs (F),Trace 2: Impedance: Real (Ω),Trace 2: Impedance: Imaginary (Ω),Trace 2: Impedance: Phase (°)
24.42705,1590729.5754073,-6278793.03425483,1.03770268985306E-09,1590729.5754073,-6278793.03425483,-75.7832718257304
24.895657,1349133.2904731,-6166942.61930554,1.03663682454257E-09,1349133.2904731,-6166942.61930554,-77.65989668948
25.373254,997353.182609316,-5905148.5752773,1.06221672573837E-09,997353.182609316,-5905148.5752773,-80.4134700383164
25.860014,1430438.46885543,-5903946.73162258,1.04243490658709E-09,1430438.46885543,-5903946.73162258,-76.3805338082751
26.356111,1224208.58334103,-5847574.23029987,1.03267356580981E-09,1224208.58334103,-5847574.23029987,-78.1757171995612
26.861725,1155320.60008404,-5592144.11055308,1.05951687529951E-09,1155320.60008404,-5592144.11055308,-78.3270863625893
27.377039,1097534.55827821,-5607622.45756324,1.03670427794775E-09,1097534.55827821,-5607622.45756324,-78.9259493937823
27.902239,919894.972942521,-5537752.05348347,1.0300245368836E-09,919894.972942521,-5537752.05348347,-80.5685221286642
28.437514,1146907.65822241,-5405284.02061947,1.03540434931257E-09,1146907.65822241,-5405284.02061947,-78.0204973047375
28.983058,943567.285945893,-5271081.60603058,1.04178040813355E-09,943567.285945893,-5271081.60603058,-79.8510735572066
29.539067,974473.597761401,-5257317.80331454,1.02484721904518E-09,974473.597761401,-5257317.80331454,-79.4990797865291
30.105743,1091673.54490761,-5304953.33144715,9.96527330449046E-10,1091673.54490761,-5304953.33144715,-78.3717822307699
30.68329,667274.79780585,-5143703.10062368,1.00842200538928E-09,667274.79780585,-5143703.10062368,-82.6084962134034
31.271917,811204.444072237,-4977252.48925762,1.02252975464875E-09,811204.444072237,-4977252.48925762,-80.7431886651859
31.871835,839581.829324459,-4970612.45951526,1.00462309802978E-09,839581.829324459,-4970612.45951526,-80.4127122442107
32.483263,938794.493898377,-4960941.02198352,9.87634879781671E-10,938794.493898377,-4960941.02198352,-79.2842222934183
33.10642,963121.007556206,-4563043.22540705,1.05354557761564E-09,963121.007556206,-4563043.22540705,-78.0815227950546
33.741532,775730.77110507,-4672134.85426936,1.00957820112356E-09,775730.77110507,-4672134.85426936,-80.5729802753372
34.388828,914240.968060453,-4697950.25001891,9.85131811295928E-10,914240.968060453,-4697950.25001891,-78.9876381730731
35.048541,683039.473797681,-4592583.85434121,9.88765018427599E-10,683039.473797681,-4592583.85434121,-81.5406015222485
35.720911,825173.520067241,-4268357.80621466,1.04384685533844E-09,825173.520067241,-4268357.80621466,-79.0583622328766
36.406179,578383.361935714,-4261258.51287534,1.02590500770542E-09,578383.361935714,-4261258.51287534,-82.2704426994626
37.104593,700213.430276912,-4344403.77198753,9.87329872973816E-10,700213.430276912,-4344403.77198753,-80.8440396592537
37.816406,647997.542464287,-4322317.61706505,9.73695589255818E-10,647997.542464287,-4322317.61706505,-81.4737731794056
38.541874,535882.012776413,-4234022.32358332,9.75290874952166E-10,535882.012776413,-4234022.32358332,-82.7866726789694
39.281259,746379.157840935,-3942815.53511544,1.02760988606078E-09,746379.157840935,-3942815.53511544,-79.2806889038306
40.034829,597126.859851966,-4208787.58786945,9.44550420664181E-10,597126.859851966,-4208787.58786945,-81.9249840642325
40.802855,736437.580227394,-3889805.01265179,1.00277095905868E-09,736437.580227394,-3889805.01265179,-79.2793611676044
41.585615,423661.767390017,-3750752.7173632,1.02037208899232E-09,423661.767390017,-3750752.7173632,-83.5555387751223
42.383391,383115.283107618,-3855755.50879827,9.7390129474979E-10,383115.283107618,-3855755.50879827,-84.3256062755357
43.196472,318543.740030615,-3840788.27763258,9.59293465574369E-10,318543.740030615,-3840788.27763258,-85.258906478977
44.02515,516636.274276168,-3604817.01638595,1.00285019397806E-09,516636.274276168,-3604817.01638595,-81.8440049773974
44.869727,703182.096077879,-3526277.33710811,1.00588941590117E-09,703182.096077879,-3526277.33710811,-78.7224640923007
45.730505,600771.99269741,-3730536.95678602,9.32916528673584E-10,600771.99269741,-3730536.95678602,-80.851537649486
46.607797,611552.78032427,-3318327.55590975,1.02906380327496E-09,611552.78032427,-3318327.55590975,-79.5578168054909
47.501918,464526.681128151,-3600435.61388598,9.30580477121999E-10,464526.681128151,-3600435.61388598,-82.6483352949959
48.413193,689805.79051548,-3504960.7136913,9.37936097689703E-10,689805.79051548,-3504960.7136913,-78.8660056269274
49.341949,712634.717508359,-3328034.71542689,9.69205753818306E-10,712634.717508359,-3328034.71542689,-77.9137297569394
50.288522,672676.682552238,-3304235.5211349,9.5781197897344E-10,672676.682552238,-3304235.5211349,-78.4929673800569
51.253255,675385.583266385,-3322419.47168016,9.34639683068064E-10,675385.583266385,-3322419.47168016,-78.5094111813151
52.236494,436859.579689167,-3305158.77653295,9.21836253645784E-10,436859.579689167,-3305158.77653295,-82.4705711305519
53.238597,372003.956309194,-3002368.5715802,9.95702332260398E-10,372003.956309194,-3002368.5715802,-82.9368506010063
54.259923,623651.618712816,-3078211.56148553,9.52889394838042E-10,623651.618712816,-3078211.56148553,-78.5467934628253
55.300843,243703.607817122,-2906880.59623671,9.90059252999928E-10,243703.607817122,-2906880.59623671,-85.207711136037
56.361731,498600.645565172,-3119426.93616394,9.05234278147175E-10,498600.645565172,-3119426.93616394,-80.9188150363537
57.442972,486929.285729418,-2797369.35602469,9.9045196311696E-10,486929.285729418,-2797369.35602469,-80.1256392579064
58.544955,436258.764908389,-2692377.40669929,1.00970549003074E-09,436258.764908389,-2692377.40669929,-80.7960853846918
59.668078,369895.936773549,-2637324.13080162,1.01138049642195E-09,369895.936773549,-2637324.13080162,-82.0161022856312
60.812747,409783.094957994,-2662168.65867738,9.83082451559055E-10,409783.094957994,-2662168.65867738,-81.2492400107843
61.979376,457738.049339946,-2628935.2259052,9.76771650814001E-10,457738.049339946,-2628935.2259052,-80.1229408962425
63.168385,424339.277899903,-2756159.55041954,9.14146926294244E-10,424339.277899903,-2756159.55041954,-81.2474463979612
64.380204,286594.265827586,-2622657.59684476,9.42597293709974E-10,286594.265827586,-2622657.59684476,-83.7636750879832
65.615271,423142.336692981,-2462534.82363641,9.84992274032685E-10,423142.336692981,-2462534.82363641,-80.2499669065963
66.87403,264743.624650996,-2581764.94328201,9.21819596970248E-10,264743.624650996,-2581764.94328201,-84.1451455383722
68.156938,408040.634317063,-2425012.28657324,9.62933103627539E-10,408040.634317063,-2425012.28657324,-80.4486915128539
69.464458,256933.462433064,-2424810.47968738,9.4488657784497E-10,256933.462433064,-2424810.47968738,-83.9514956366045
70.79706,290214.469115634,-2422867.37207971,9.27844648254988E-10,290214.469115634,-2422867.37207971,-83.1695734236302
72.155227,342738.729393915,-2340474.88260403,9.42428366389653E-10,342738.729393915,-2340474.88260403,-81.6688322741861
73.539449,321404.333192122,-2313431.15265842,9.35498683330836E-10,321404.333192122,-2313431.15265842,-82.090542354471
74.950226,286556.426663654,-2255194.45078535,9.41592933824465E-10,286556.426663654,-2255194.45078535,-82.7585142752024
76.388068,292103.717347568,-2240867.76156415,9.29776096942495E-10,292103.717347568,-2240867.76156415,-82.5732024545678
77.853492,304520.346441558,-2215893.21314109,9.22556997654568E-10,304520.346441558,-2215893.21314109,-82.1751099781991
79.34703,266257.448773158,-2148178.63661517,9.33725163139704E-10,266257.448773158,-2148178.63661517,-82.9344704241235
80.869219,256969.036005867,-2074816.85796077,9.48543199496223E-10,256969.036005867,-2074816.85796077,-82.9397885323403
82.42061,278154.917376732,-2059856.08934188,9.37448519437665E-10,278154.917376732,-2059856.08934188,-82.3095213067709
84.001763,238030.958645406,-2057818.05817333,9.2071402066108E-10,238030.958645406,-2057818.05817333,-83.4018329920545
85.613248,272578.09647093,-1988284.56436771,9.34976331445687E-10,272578.09647093,-1988284.56436771,-82.1938623204712
87.255648,184316.492672691,-1974165.92724901,9.23938217480204E-10,184316.492672691,-1974165.92724901,-84.6660858464184
88.929556,224940.999633355,-1966357.6264303,9.10146913652117E-10,224940.999633355,-1966357.6264303,-83.474031279808
90.635576,205099.437655979,-1901513.08408147,9.23468560505244E-10,205099.437655979,-1901513.08408147,-83.843809990024
92.374324,219489.888538981,-1855923.77277719,9.28343548582681E-10,219489.888538981,-1855923.77277719,-83.2552721407051
94.146428,213228.941199357,-1839070.40955507,9.19216746446419E-10,213228.941199357,-1839070.40955507,-83.3864354125705
95.952529,197505.742376615,-1824372.20455182,9.09180806667317E-10,197505.742376615,-1824372.20455182,-83.8212474180235
97.793277,209265.605210159,-1773116.80616407,9.1785438291715E-10,209265.605210159,-1773116.80616407,-83.2690126581554
99.669338,204750.371611136,-1740503.53936228,9.17452624081211E-10,204750.371611136,-1740503.53936228,-83.2906421420731
101.581389,190517.484097691,-1714689.28855161,9.13735608470286E-10,190517.484097691,-1714689.28855161,-83.6599253623743
103.530121,160983.377434074,-1672522.6660059,9.19139431679564E-10,160983.377434074,-1672522.6660059,-84.5021125203113
105.516238,200184.256189601,-1650620.43737761,9.13805178313264E-10,200184.256189601,-1650620.43737761,-83.0850423567485
107.540456,190919.971168381,-1608712.48444676,9.19961866690535E-10,190919.971168381,-1608712.48444676,-83.2318661728255
109.603507,175789.235289978,-1598748.96227922,9.08270911287669E-10,175789.235289978,-1598748.96227922,-83.7252917429185
111.706134,155284.89403059,-1550298.79333775,9.19025794332316E-10,155284.89403059,-1550298.79333775,-84.2800755231674
113.849099,175354.003362408,-1508433.2677568,9.26753919986627E-10,175354.003362408,-1508433.2677568,-83.3691798652083
116.033174,160189.974496053,-1477853.95877197,9.28124934077764E-10,160189.974496053,-1477853.95877197,-83.8136544471571
118.259149,162524.241792088,-1465144.01427971,9.1855479166697E-10,162524.241792088,-1465144.01427971,-83.6702204315293
120.527826,139955.294582057,-1454335.26357744,9.07963256535325E-10,139955.294582057,-1454335.26357744,-84.5031721155768
122.840026,126383.495074118,-1416155.55347303,9.14890824746088E-10,126383.495074118,-1416155.55347303,-84.9002015367281
125.196582,154539.862173105,-1394441.76616222,9.11648196335641E-10,154539.862173105,-1394441.76616222,-83.6759671659972
127.598347,148066.14868557,-1358096.50626713,9.18426595503114E-10,148066.14868557,-1358096.50626713,-83.7779163251369
130.046187,135089.979125082,-1339258.11911729,9.13814869709392E-10,135089.979125082,-1339258.11911729,-84.240099150429
132.540986,130446.299900437,-1315584.00643371,9.12748965604061E-10,130446.299900437,-1315584.00643371,-84.3373650822285
135.083646,138839.036572299,-1293626.15800876,9.10769689652539E-10,138839.036572299,-1293626.15800876,-83.8741523843186
137.675083,127517.592934202,-1269322.09350466,9.10736925671086E-10,127517.592934202,-1269322.09350466,-84.2632461180625
140.316235,133474.544816611,-1235120.99963481,9.1833831182155E-10,133474.544816611,-1235120.99963481,-83.8322115471344
143.008054,118979.442864405,-1224332.40286088,9.08992481545782E-10,118979.442864405,-1224332.40286088,-84.4494801863351
145.751514,127822.199410181,-1201975.2753086,9.08471950147842E-10,127822.199410181,-1201975.2753086,-83.9297830003796
148.547603,118916.898406045,-1184074.89428885,9.0484733239631E-10,118916.898406045,-1184074.89428885,-84.26500234898
151.397333,121007.773082452,-1160470.33940543,9.05874140253383E-10,121007.773082452,-1160470.33940543,-84.0470098630244
154.301731,113838.05808173,-1139009.12250721,9.05570217783636E-10,113838.05808173,-1139009.12250721,-84.2925373395015
157.261848,112886.036476876,-1115423.44609907,9.07312695522209E-10,112886.036476876,-1115423.44609907,-84.2210772156645
160.278751,106118.426024046,-1101216.22337234,9.01719748616732E-10,106118.426024046,-1101216.22337234,-84.4957024842499
163.35353,115068.995943726,-1078995.7402746,9.0296699763444E-10,115068.995943726,-1078995.7402746,-83.9127257943945
166.487295,102080.928174617,-1054894.40536194,9.06212493779231E-10,102080.928174617,-1054894.40536194,-84.4727626488223
169.681179,96120.4476388659,-1039427.47077297,9.02385831988998E-10,96120.4476388659,-1039427.47077297,-84.7166323683017
172.936334,99788.8055159358,-1017059.06015539,9.04873168029331E-10,99788.8055159358,-1017059.06015539,-84.3963567964824
176.253936,93332.3252134645,-995840.898399891,9.06757902137421E-10,93332.3252134645,-995840.898399891,-84.6457581631599
179.635182,90708.7008039703,-985794.896247954,8.98756755893748E-10,90708.7008039703,-985794.896247954,-84.7426876847388
183.081294,97790.0676562768,-967079.318957409,8.9890555103956E-10,97790.0676562768,-967079.318957409,-84.2259362599122
186.593516,85328.1660482838,-940448.004495556,9.06961379386773E-10,85328.1660482838,-940448.004495556,-84.8156686235328
190.173116,84730.899324468,-926822.443340913,9.02972381930182E-10,84730.899324468,-926822.443340913,-84.7764909115994
193.821388,81290.9889472899,-906638.217472437,9.05700088984892E-10,81290.9889472899,-906638.217472437,-84.876446823638
197.539647,84481.8021997903,-888164.310092927,9.07136288947223E-10,84481.8021997903,-888164.310092927,-84.566398321352
201.329237,79951.9612924369,-879290.463151115,8.99043946587079E-10,79951.9612924369,-879290.463151115,-84.8045070291798
205.191527,82048.054423958,-866563.389680407,8.95076945342076E-10,82048.054423958,-866563.389680407,-84.5912386096894
209.127911,79515.6389169784,-854475.101277723,8.90653379493726E-10,79515.6389169784,-854475.101277723,-84.683487703544
213.139809,75467.534330839,-836015.244738862,8.93184879726887E-10,75467.534330839,-836015.244738862,-84.8418604627323
217.228673,69545.7314386579,-820293.074601492,8.93169609208127E-10,69545.7314386579,-820293.074601492,-85.1539628817197
221.395976,80332.7660226674,-803677.493865885,8.94475813989635E-10,80332.7660226674,-803677.493865885,-84.2918762138722
225.643225,78547.7656718048,-792106.595158927,8.90459566655867E-10,78547.7656718048,-792106.595158927,-84.3368854185661
229.971953,80307.0180497652,-776973.238636357,8.90715885085818E-10,80307.0180497652,-776973.238636357,-84.0989314977993
234.383723,66412.4606291244,-761634.608848813,8.91550633585501E-10,66412.4606291244,-761634.608848813,-85.0165690666477
238.880128,68285.342233795,-751165.502083884,8.86960897916463E-10,68285.342233795,-751165.502083884,-84.8057549750084
243.462792,65902.2401569564,-735869.023304245,8.88355942824637E-10,65902.2401569564,-735869.023304245,-84.8824131309281
248.13337,62712.7273918823,-722913.83065197,8.8725493590841E-10,62712.7273918823,-722913.83065197,-85.0420072334579
252.893547,64567.0024520379,-714108.85434374,8.81288221779221E-10,64567.0024520379,-714108.85434374,-84.8335819444188
257.745044,60411.6125064408,-699394.153052392,8.82892466427435E-10,60411.6125064408,-699394.153052392,-85.0632123221015
262.689611,61473.4141376773,-686124.435157842,8.83027742000664E-10,61473.4141376773,-686124.435157842,-84.8802467147551
267.729035,65330.6801535228,-669082.944288595,8.88473951691178E-10,65330.6801535228,-669082.944288595,-84.4231965799486
272.865135,57694.9523588042,-660207.21228964,8.83470025901859E-10,57694.9523588042,-660207.21228964,-85.0056579906366
278.099766,50697.9695235503,-650526.182386577,8.7974078708077E-10,50697.9695235503,-650526.182386577,-85.5437302840013
283.434817,62500.1705290416,-635452.634123497,8.83657055938417E-10,62500.1705290416,-635452.634123497,-84.3827201102503
288.872216,60189.6229588296,-621964.66546121,8.85826454547089E-10,60189.6229588296,-621964.66546121,-84.472506024951
294.413926,54658.0849491992,-614211.317713596,8.80124211742464E-10,54658.0849491992,-614211.317713596,-84.9146980653963
300.061947,53930.1217367716,-598720.373258212,8.85900959666291E-10,53930.1217367716,-598720.373258212,-84.8529363518311
305.81832,54868.4567424507,-592367.571182401,8.78547724313452E-10,54868.4567424507,-592367.571182401,-84.7080384127357
311.685123,59054.3117139266,-584432.883018763,8.73714241330952E-10,59054.3117139266,-584432.883018763,-84.2301034946673
317.664474,52846.6591323552,-570947.00890443,8.77517288077736E-10,52846.6591323552,-570947.00890443,-84.7117898472884
323.758533,53378.2361520869,-561651.675917019,8.75249454963552E-10,53378.2361520869,-561651.675917019,-84.571031343138
329.969499,47981.015236206,-551287.788863287,8.74919228650873E-10,47981.015236206,-551287.788863287,-85.0258293202267
336.299617,49755.3713531534,-541250.425257526,8.74370523407551E-10,49755.3713531534,-541250.425257526,-84.7477490006136
342.751172,48525.2052716049,-529952.213144066,8.762024697631E-10,48525.2052716049,-529952.213144066,-84.7682864866452
349.326492,48414.6641386272,-526320.020542592,8.65642795096902E-10,48414.6641386272,-526320.020542592,-84.7443167003071
356.027954,45881.0726243072,-512693.625731373,8.71922962569423E-10,45881.0726243072,-512693.625731373,-84.8862095095621
362.857975,47976.4946868711,-505615.890574972,8.6748653908267E-10,47976.4946868711,-505615.890574972,-84.5795906429739
369.819024,45351.5260115414,-494291.279058992,8.7065868269892E-10,45351.5260115414,-494291.279058992,-84.7577544894621
376.913613,47068.1482412132,-489047.106018261,8.63430956294228E-10,47068.1482412132,-489047.106018261,-84.5025227130332
384.144304,41543.5425649039,-478209.951122154,8.66377419172374E-10,41543.5425649039,-478209.951122154,-85.0350077085485
391.513708,44682.2598236728,-469955.977491028,8.64999748574127E-10,44682.2598236728,-469955.977491028,-84.5687843653474
399.024487,42163.9036866311,-464289.909128862,8.59075510573457E-10,42163.9036866311,-464289.909128862,-84.8109894903809
406.679352,41374.758449646,-454315.525477498,8.61411033928981E-10,41374.758449646,-454315.525477498,-84.7963969203168
414.481068,40209.9284347722,-446861.148296253,8.59296090918924E-10,40209.9284347722,-446861.148296253,-84.8581988820934
422.432451,41482.0438108135,-439423.759666044,8.57391794877695E-10,41482.0438108135,-439423.759666044,-84.6072024279521
430.536373,40457.7747661187,-431000.939984148,8.57693396657591E-10,40457.7747661187,-431000.939984148,-84.6373967966978
438.79576,38954.0425125445,-421935.744740956,8.59629657859281E-10,38954.0425125445,-421935.744740956,-84.7252789888437
447.213595,38044.7852836276,-415023.501057853,8.57496674765012E-10,38044.7852836276,-415023.501057853,-84.7623919094572
455.792918,40890.2881821239,-407813.707436803,8.56230589952891E-10,40890.2881821239,-407813.707436803,-84.2742564183701
464.536826,38365.0139163611,-401464.444028834,8.53400505294258E-10,38365.0139163611,-401464.444028834,-84.5412389696074
473.448476,38919.6569424339,-394381.660642424,8.5237498801119E-10,38919.6569424339,-394381.660642424,-84.3639997191941
482.531087,36299.0778636807,-387396.066677327,8.51411725248924E-10,36299.0778636807,-387396.066677327,-84.6470050624546
491.787938,36105.118991458,-380661.730817018,8.50164646211718E-10,36105.118991458,-380661.730817018,-84.5818015110651
501.222372,34983.2050918591,-373542.542962536,8.50060063593759E-10,34983.2050918591,-373542.542962536,-84.6497108370478
510.837796,34617.2179482359,-364670.447386388,8.54351407647062E-10,34617.2179482359,-364670.447386388,-84.5773099167866
520.637682,34295.8252142354,-360616.224058565,8.47694318322124E-10,34295.8252142354,-360616.224058565,-84.5673167609327
530.625568,33534.6345887749,-352962.018546291,8.49775067571331E-10,33534.6345887749,-352962.018546291,-84.5726658070937
540.805062,32070.2851478926,-347825.023950369,8.46093892135376E-10,32070.2851478926,-347825.023950369,-84.7320886862998
551.179838,31752.8281002693,-342548.133580823,8.4295657654356E-10,31752.8281002693,-342548.133580823,-84.7040466766438
561.753643,29936.5188987177,-334562.373161334,8.46831760765478E-10,29936.5188987177,-334562.373161334,-84.8868119962161
572.530296,30875.1782180996,-329101.31555588,8.44679667996156E-10,30875.1782180996,-329101.31555588,-84.6403903020426
583.513687,29639.9707484349,-322588.089109079,8.45513909060642E-10,29639.9707484349,-322588.089109079,-84.7503012749478
594.707784,30244.4663217024,-316036.382959108,8.46797224864163E-10,30244.4663217024,-316036.382959108,-84.533480529575
606.116627,30094.1092995321,-310296.911993129,8.46226225143118E-10,30094.1092995321,-310296.911993129,-84.4605005525765
617.744337,28898.7678545131,-304969.096902369,8.4480315115611E-10,28898.7678545131,-304969.096902369,-84.586835125357
629.595112,28620.5110467088,-299660.36351404,8.43586229874612E-10,28620.5110467088,-299660.36351404,-84.5442389315271
641.673232,28388.2336561274,-294560.904397185,8.42036862550004E-10,28388.2336561274,-294560.904397185,-84.495134770676
653.983058,27445.3938810894,-288573.87599325,8.43328196683258E-10,27445.3938810894,-288573.87599325,-84.5671120914398
666.529035,26372.6068230339,-284611.507376978,8.38974195828111E-10,26372.6068230339,-284611.507376978,-84.7059887814
679.315693,27203.9500933066,-278372.166321892,8.41632843854211E-10,27203.9500933066,-278372.166321892,-84.4184869008627
692.34765,26053.3483720351,-274483.706803253,8.37489438940298E-10,26053.3483720351,-274483.706803253,-84.577863651748
705.629612,26038.8224069361,-268737.370795418,8.39296225313443E-10,26038.8224069361,-268737.370795418,-84.4657049207115
719.166373,25824.7580647622,-263486.056944271,8.39910713580933E-10,25824.7580647622,-263486.056944271,-84.4022132105326
732.962824,23896.3944766608,-259859.025264474,8.35603747179811E-10,23896.3944766608,-259859.025264474,-84.7459104611772
747.023944,23758.7727023648,-255303.412456018,8.34505089343292E-10,23758.7727023648,-255303.412456018,-84.6833143493973
761.354813,23468.6442110204,-250867.463756077,8.33275657485685E-10,23468.6442110204,-250867.463756077,-84.6555360764304
775.960604,23702.8559852089,-246250.039156255,8.32921650417601E-10,23702.8559852089,-246250.039156255,-84.5019194246444
790.846592,23004.7794027413,-241021.256013173,8.34973205068973E-10,23004.7794027413,-241021.256013173,-84.5478008767576
806.018152,21841.3710182252,-237537.771676883,8.31271002422716E-10,21841.3710182252,-237537.771676883,-84.7464801322877
821.480762,22454.0308272701,-232516.883459686,8.33236413854379E-10,22454.0308272701,-232516.883459686,-84.4840813739889
837.240007,21770.5956001432,-228120.244115562,8.33309496875995E-10,21770.5956001432,-228120.244115562,-84.5485026828774
853.301575,21192.7351940013,-224659.64465632,8.30218710499019E-10,21192.7351940013,-224659.64465632,-84.6110853399874
869.671269,22378.5790062721,-220524.613021091,8.29865940006439E-10,22378.5790062721,-220524.613021091,-84.2055275867543
886.354997,20476.7188441637,-217353.086824679,8.26126630069255E-10,20476.7188441637,-217353.086824679,-84.6180798138174
903.358785,20414.6578829954,-212143.766868354,8.30480774942821E-10,20414.6578829954,-212143.766868354,-84.5033352401107
920.688773,20308.8235578999,-208400.581431845,8.2948465838556E-10,20308.8235578999,-208400.581431845,-84.4340498472522
938.351219,19585.4285646353,-205527.634494232,8.2524800921766E-10,19585.4285646353,-205527.634494232,-84.55652733011
