Frequency (Hz),Trace 1: Impedance: Real (Ω),Trace 1: Impedance: Imaginary (Ω),Trace 1: Impedance: Cs (F),Trace 2: Impedance: Real (Ω),Trace 2: Impedance: Imaginary (Ω),Trace 2: Impedance: Phase (°)
19.080403,472648.82127231,-7791173.13984127,1.07060614745204E-09,472648.82127231,-7791173.13984127,-86.5284258958238
19.446441,1096796.93096626,-7761418.5069639,1.0544813413582E-09,1096796.93096626,-7761418.5069639,-81.9565647509449
19.8195,826699.217021578,-7542925.42973497,1.06460284725047E-09,826699.217021578,-7542925.42973497,-83.7453874162621
20.199717,686463.388121421,-7235995.89586337,1.08887125934842E-09,686463.388121421,-7235995.89586337,-84.5806913924749
20.587227,591146.790075241,-6940357.93591067,1.11388513821496E-09,591146.790075241,-6940357.93591067,-85.1315676139479
20.982171,439905.570042784,-7023315.03557642,1.08000946133205E-09,439905.570042784,-7023315.03557642,-86.4159589649146
21.384692,529420.50731871,-7126196.17188827,1.04438195285694E-09,529420.50731871,-7126196.17188827,-85.7511781764062
21.794935,756162.639773668,-7088150.97487769,1.03022383697084E-09,756162.639773668,-7088150.97487769,-83.9107269371704
22.213048,413822.559317934,-6936190.03466817,1.03297781248696E-09,413822.559317934,-6936190.03466817,-86.5857028363812
22.639182,671070.357080521,-6272042.86711769,1.12085745019065E-09,671070.357080521,-6272042.86711769,-83.8929340516499
23.073491,451264.756853562,-6410031.71490193,1.07608516811338E-09,451264.756853562,-6410031.71490193,-85.973034263272
23.516131,156990.618284658,-6486365.61503974,1.0434048138317E-09,156990.618284658,-6486365.61503974,-88.6135311178809
23.967263,575444.67775702,-6558186.32624003,1.01255340569393E-09,575444.67775702,-6558186.32624003,-84.9854542071779
24.42705,472381.576888883,-6320258.07902982,1.03089467854089E-09,472381.576888883,-6320258.07902982,-85.7256110592109
24.895657,260855.680535454,-6015541.19330707,1.06272729395086E-09,260855.680535454,-6015541.19330707,-87.5170027927597
25.373254,125239.574870169,-6048944.44357118,1.03696564634449E-09,125239.574870169,-6048944.44357118,-88.8138965300626
25.860014,436001.522267118,-5910544.50702608,1.04127126567748E-09,436001.522267118,-5910544.50702608,-85.7811191983574
26.356111,352814.944808609,-5958182.4126857,1.01350292983382E-09,352814.944808609,-5958182.4126857,-86.6111763387794
26.861725,225819.166366157,-6026029.54778349,9.83229671752459E-10,225819.166366157,-6026029.54778349,-87.8539046867027
27.377039,250956.621491122,-5606616.71339461,1.03689024737199E-09,250956.621491122,-5606616.71339461,-87.4371060545009
27.902239,270627.482450634,-5670563.09450665,1.00590019001663E-09,270627.482450634,-5670563.09450665,-87.2676335705949
28.437514,298440.696172418,-5334120.38031714,1.04921790008166E-09,298440.696172418,-5334120.38031714,-86.7976756647017
28.983058,158753.077491675,-5353938.24792289,1.0256579909128E-09,158753.077491675,-5353938.24792289,-88.3015835168719
29.539067,266317.197250565,-5258462.15347599,1.02462419108637E-09,266317.197250565,-5258462.15347599,-87.1007064639714
30.105743,215734.937206162,-5200931.54287959,1.01645848209277E-09,215734.937206162,-5200931.54287959,-87.624729464517
30.68329,428367.768054886,-4992570.58735352,1.03894843449926E-09,428367.768054886,-4992570.58735352,-85.095972960112
31.271917,354122.816744078,-4906900.69640631,1.0371900883164E-09,354122.816744078,-4906900.69640631,-85.8722156922628
31.871835,119489.777377485,-4816586.33662508,1.03674921182511E-09,119489.777377485,-4816586.33662508,-88.5788989336597
32.483263,165277.773114974,-4994402.60593564,9.81017906731765E-10,165277.773114974,-4994402.60593564,-88.1046253102982
33.10642,471565.481885745,-4815309.09462663,9.98352113255017E-10,471565.481885745,-4815309.09462663,-84.406832091535
33.741532,469348.218607886,-4651221.1961827,1.01411764838256E-09,469348.218607886,-4651221.1961827,-84.2378680098799
34.388828,233049.656695871,-4555475.44524305,1.01594230828575E-09,233049.656695871,-4555475.44524305,-87.0714074934904
35.048541,158333.060162956,-4544010.66446814,9.99334419453764E-10,158333.060162956,-4544010.66446814,-88.004373669544
35.720911,154311.214045397,-4536132.93416173,9.8222691842249E-10,154311.214045397,-4536132.93416173,-88.0516503247509
36.406179,225014.591566413,-4244381.52719636,1.02998432621439E-09,225014.591566413,-4244381.52719636,-86.9653226496652
37.104593,178993.578645485,-4174340.85875078,1.02755375506807E-09,178993.578645485,-4174340.85875078,-87.5446906671332
37.816406,227825.290335538,-4017924.33583223,1.0474616362399E-09,227825.290335538,-4017924.33583223,-86.7546763227939
38.541874,298836.793962619,-3937843.44676751,1.04864588761758E-09,298836.793962619,-3937843.44676751,-85.6602309399091
39.281259,215845.787456773,-4082544.5660962,9.92438945173091E-10,215845.787456773,-4082544.5660962,-86.9735667031959
40.034829,55835.4406878068,-3967848.18935721,1.00190629703811E-09,55835.4406878068,-3967848.18935721,-89.1937887221281
40.802855,336636.296954028,-3945491.43180533,9.88617912497482E-10,336636.296954028,-3945491.43180533,-85.1232339845691
41.585615,352620.697978386,-3766283.54878452,1.01616443263934E-09,352620.697978386,-3766283.54878452,-84.6512384090162
42.383391,262642.199333497,-3532884.62550949,1.06290628772394E-09,262642.199333497,-3532884.62550949,-85.7483303376118
43.196472,138691.843797725,-3500359.14750681,1.05259001780199E-09,138691.843797725,-3500359.14750681,-87.731003461387
44.02515,371308.30439,-3628501.25744322,9.96304310690912E-10,371308.30439,-3628501.25744322,-84.1572012654632
44.869727,340410.000314966,-3694663.71147866,9.60045440647058E-10,340410.000314966,-3694663.71147866,-84.7358819385137
45.730505,112770.326215333,-3398158.54844144,1.02416633544352E-09,112770.326215333,-3398158.54844144,-88.099296042774
46.607797,307363.530040659,-3565181.4269154,9.57811220886746E-10,307363.530040659,-3565181.4269154,-85.0725661620995
47.501918,226511.525280263,-3245770.5301748,1.03226493070556E-09,226511.525280263,-3245770.5301748,-86.0079904008149
48.413193,129549.393599565,-3377349.84928665,9.73375374496572E-10,129549.393599565,-3377349.84928665,-87.8033083393013
49.341949,117625.569357742,-3305700.08900641,9.75754093913677E-10,117625.569357742,-3305700.08900641,-87.9621241079551
50.288522,234473.97194991,-3291761.39242312,9.61441607152111E-10,234473.97194991,-3291761.39242312,-85.9256716213073
51.253255,261205.91472099,-3253898.58587208,9.54321408636669E-10,261205.91472099,-3253898.58587208,-85.4104368387142
52.236494,160864.860501289,-3015901.1439144,1.01025034935631E-09,160864.860501289,-3015901.1439144,-86.9467992355159
53.238597,251977.438538696,-3009332.76034515,9.93398080937003E-10,251977.438538696,-3009332.76034515,-85.2136749016227
54.259923,80951.7146867215,-3016407.16151401,9.72413535358127E-10,80951.7146867215,-3016407.16151401,-88.462714645442
55.300843,287421.906293408,-2905253.91018261,9.90613598895115E-10,287421.906293408,-2905253.91018261,-84.3500124339087
56.361731,114314.448800959,-2875155.12780551,9.82142550668743E-10,114314.448800959,-2875155.12780551,-87.7231533129194
57.442972,133388.525010727,-2893415.247664,9.5757426192966E-10,133388.525010727,-2893415.247664,-87.3604921705193
58.544955,221727.892850093,-2896540.06406125,9.38536387778241E-10,221727.892850093,-2896540.06406125,-85.6225894726481
59.668078,215536.410585768,-2797061.84193603,9.5362145686042E-10,215536.410585768,-2797061.84193603,-85.5936011394332
60.812747,221588.483415328,-2726133.11938126,9.60015955504858E-10,221588.483415328,-2726133.11938126,-85.3530389367325
61.979376,128889.706779087,-2695120.78384933,9.52784534139846E-10,128889.706779087,-2695120.78384933,-87.2620098913221
63.168385,72896.8202214334,-2578623.8372486,9.77085042415842E-10,72896.8202214334,-2578623.8372486,-88.3806990455418
64.380204,173014.257695199,-2549774.2310948,9.6954072363196E-10,173014.257695199,-2549774.2310948,-86.1181603743728
65.615271,145869.881453763,-2576374.85562737,9.41469278245869E-10,145869.881453763,-2576374.85562737,-86.7594719011695
66.87403,104737.331567599,-2418910.37497006,9.83881645270795E-10,104737.331567599,-2418910.37497006,-87.5206766531784
68.156938,152008.61282905,-2488092.63201216,9.38519964008105E-10,152008.61282905,-2488092.63201216,-86.5038921946982
69.464458,197514.501375184,-2286443.85441272,1.00206741208737E-09,197514.501375184,-2286443.85441272,-85.0627596890335
70.79706,153762.437714937,-2301158.13741493,9.76918747157981E-10,153762.437714937,-2301158.13741493,-86.1772022996538
72.155227,96576.9613200432,-2274061.83296153,9.69951602994009E-10,96576.9613200432,-2274061.83296153,-87.5681711605521
73.539449,144449.468393637,-2278160.1088579,9.49982307597101E-10,144449.468393637,-2278160.1088579,-86.3719493281456
74.950226,167488.870667672,-2226203.33916846,9.5385498795128E-10,167488.870667672,-2226203.33916846,-85.6974458771531
76.388068,122299.776056532,-2165712.92246761,9.62041302656789E-10,122299.776056532,-2165712.92246761,-86.7678880624922
77.853492,109658.701373232,-2112970.32215739,9.67494795549856E-10,109658.701373232,-2112970.32215739,-87.0291352572378
79.34703,143917.01264406,-2089092.8271945,9.60133710583067E-10,143917.01264406,-2089092.8271945,-86.0591362961379
80.869219,153972.017633523,-2045808.15720796,9.61993143826707E-10,153972.017633523,-2045808.15720796,-85.6959081824921
82.42061,144735.659401804,-2026045.87610132,9.53092456585439E-10,144735.659401804,-2026045.87610132,-85.9138740471391
84.001763,117778.41728942,-1976223.6961074,9.58728478897247E-10,117778.41728942,-1976223.6961074,-86.5893367223302
85.613248,103947.529518436,-1960505.57795707,9.48224289063112E-10,103947.529518436,-1960505.57795707,-86.9649751324719
87.255648,126438.028494559,-1912801.43254363,9.53579036903508E-10,126438.028494559,-1912801.43254363,-86.2181950374584
88.929556,120050.786547012,-1870640.86734104,9.56717217119133E-10,120050.786547012,-1870640.86734104,-86.3280051976064
90.635576,153424.553063744,-1866379.70068965,9.40852255245674E-10,153424.553063744,-1866379.70068965,-85.3006034562179
92.374324,126417.900220039,-1805200.43745266,9.54428563927332E-10,126417.900220039,-1805200.43745266,-85.9941256171278
94.146428,105719.259452457,-1766652.78502209,9.56896755655332E-10,105719.259452457,-1766652.78502209,-86.5754150766468
95.952529,154301.522896963,-1733362.6150079,9.56917022574815E-10,154301.522896963,-1733362.6150079,-84.9130182706243
97.793277,101982.139998814,-1724097.2389269,9.43950837120245E-10,101982.139998814,-1724097.2389269,-86.6148395857409
99.669338,124160.429916653,-1680352.73536324,9.50294248228408E-10,124160.429916653,-1680352.73536324,-85.7741227298689
101.581389,121594.79856904,-1648445.19969076,9.50454804749412E-10,121594.79856904,-1648445.19969076,-85.7813130711975
103.530121,127835.361701367,-1602839.94882941,9.59098588618635E-10,127835.361701367,-1602839.94882941,-85.439996605176
105.516238,87411.0752687659,-1580883.68506031,9.54115421241646E-10,87411.0752687659,-1580883.68506031,-86.8351933799729
107.540456,109661.868573823,-1564584.60574828,9.45908667848745E-10,109661.868573823,-1564584.60574828,-85.9906907485467
109.603507,125693.561304664,-1546798.48890456,9.38775921560367E-10,125693.561304664,-1546798.48890456,-85.3543260230865
111.706134,95928.385405078,-1516183.33673736,9.39704681800273E-10,95928.385405078,-1516183.33673736,-86.3797417651702
113.849099,111386.169045028,-1488990.1065514,9.38855428105959E-10,111386.169045028,-1488990.1065514,-85.7218703770108
116.033174,100296.579922988,-1458084.2842688,9.40709067960117E-10,100296.579922988,-1458084.2842688,-86.0650197211391
118.259149,98195.8432018478,-1422515.76795372,9.46080939921498E-10,98195.8432018478,-1422515.76795372,-86.0511535333682
120.527826,105471.090587714,-1405788.73967948,9.3931822381292E-10,105471.090587714,-1405788.73967948,-85.7093497288249
122.840026,103039.797182392,-1372124.96051646,9.44249073202507E-10,103039.797182392,-1372124.96051646,-85.7054310141886
125.196582,90970.9817268172,-1360512.60495617,9.34383346678238E-10,90970.9817268172,-1360512.60495617,-86.1745990875841
127.598347,92005.742748676,-1333860.57527102,9.35114189398812E-10,92005.742748676,-1333860.57527102,-86.0541571831851
130.046187,102954.581549127,-1312264.69522467,9.32612138451901E-10,102954.581549127,-1312264.69522467,-85.5140114189365
132.540986,85530.8267686671,-1285334.0366448,9.34230252061281E-10,85530.8267686671,-1285334.0366448,-86.1929419941733
135.083646,90387.4971116251,-1246730.72781395,9.45028038670326E-10,90387.4971116251,-1246730.72781395,-85.8533331479045
137.675083,81311.1598250576,-1235591.95314086,9.35598923403666E-10,81311.1598250576,-1235591.95314086,-86.2349394164902
140.316235,84500.4553287959,-1204053.93444885,9.4203332695323E-10,84500.4553287959,-1204053.93444885,-85.9855665939533
143.008054,79017.6766985021,-1192721.94258406,9.33083319237238E-10,79017.6766985021,-1192721.94258406,-86.2097006990392
145.751514,74841.0663957211,-1165672.87033236,9.36764378909968E-10,74841.0663957211,-1165672.87033236,-86.3264138612172
148.547603,71015.824684062,-1151178.4191026,9.30704564710241E-10,71015.824684062,-1151178.4191026,-86.4699153899958
151.397333,76165.3534043997,-1130430.767252,9.29946442942223E-10,76165.3534043997,-1130430.767252,-86.1453919395047
154.301731,81432.7279168706,-1094986.45424151,9.41977624591606E-10,81432.7279168706,-1094986.45424151,-85.7468164050135
157.261848,83835.333934167,-1076533.24556437,9.40089734988407E-10,83835.333934167,-1076533.24556437,-85.5470619996638
160.278751,75689.2701611192,-1053817.48071868,9.42277419268826E-10,75689.2701611192,-1053817.48071868,-85.8918487789929
163.35353,72127.6377039453,-1039214.69324455,9.37532494863246E-10,72127.6377039453,-1039214.69324455,-86.0297015363976
166.487295,58126.8930512248,-1034784.96882863,9.23823324220627E-10,58126.8930512248,-1034784.96882863,-86.7849075634326
169.681179,63444.5871719889,-1004213.04197381,9.34029517443917E-10,63444.5871719889,-1004213.04197381,-86.3849482611842
172.936334,64411.8720082655,-983025.159884959,9.36201321585139E-10,64411.8720082655,-983025.159884959,-86.2511027407203
176.253936,64988.7506870431,-969186.599378688,9.31695304572518E-10,64988.7506870431,-969186.599378688,-86.1637776663748
179.635182,65485.7459162866,-950804.134811245,9.318321097797E-10,65485.7459162866,-950804.134811245,-86.0600288192466
183.081294,64977.7935616053,-929060.903818707,9.35689968798866E-10,64977.7935616053,-929060.903818707,-85.9992926156343
186.593516,64699.9254774893,-919757.799015259,9.27363725876573E-10,64699.9254774893,-919757.799015259,-85.976183957134
190.173116,67092.5280950802,-904093.125258801,9.25673524008194E-10,67092.5280950802,-904093.125258801,-85.7558738338377
193.821388,56856.4542970949,-886412.464964179,9.26365937639509E-10,56856.4542970949,-886412.464964179,-86.3299497148934
197.539647,63360.8448566365,-865244.975750066,9.31165275515911E-10,63360.8448566365,-865244.975750066,-85.8117749619857
201.329237,69282.9412873522,-850496.006103308,9.29482046376283E-10,69282.9412873522,-850496.006103308,-85.3428657365126
205.191527,51207.6031617694,-836160.873741008,9.27621628969762E-10,51207.6031617694,-836160.873741008,-86.4955071441918
209.127911,56063.4924288476,-815360.824154506,9.33379571474279E-10,56063.4924288476,-815360.824154506,-86.0665836713273
213.139809,56602.0133667728,-809679.580604374,9.22236639911986E-10,56602.0133667728,-809679.580604374,-86.0011477217794
217.228673,55784.8352007866,-793040.679545648,9.23862878380597E-10,55784.8352007866,-793040.679545648,-85.9762727227462
221.395976,50886.0869194633,-779297.940361514,9.22458591610489E-10,50886.0869194633,-779297.940361514,-86.2640413842023
225.643225,58612.1171545571,-759570.324518655,9.28602491043145E-10,58612.1171545571,-759570.324518655,-85.5875247836236
229.971953,52686.4155690062,-751040.497631938,9.21471489383167E-10,52686.4155690062,-751040.497631938,-85.9872044933158
234.383723,55558.8607432269,-735853.180254126,9.22787094356649E-10,55558.8607432269,-735853.180254126,-85.6822094547218
238.880128,43907.3708578573,-725031.92172969,9.1893116460683E-10,43907.3708578573,-725031.92172969,-86.534444443842
243.462792,48674.8679972153,-712146.918220545,9.17947692066595E-10,48674.8679972153,-712146.918220545,-86.0899447867796
248.13337,50534.1863141559,-699505.37524202,9.16946298319005E-10,50534.1863141559,-699505.37524202,-85.8679741754756
252.893547,54510.7560127244,-685241.624095166,9.18414323170173E-10,54510.7560127244,-685241.624095166,-85.4517166723955
257.745044,48866.1322428144,-673863.730823867,9.16342281900837E-10,48866.1322428144,-673863.730823867,-85.8523797875777
262.689611,49095.9210943912,-661069.410783049,9.16495152893627E-10,49095.9210943912,-661069.410783049,-85.7525877743273
267.729035,47819.8464870034,-651461.153835908,9.12506853280451E-10,47819.8464870034,-651461.153835908,-85.8017906923734
272.865135,48320.1410391257,-639478.449869159,9.12107801383241E-10,48320.1410391257,-639478.449869159,-85.6788394466511
278.099766,45663.1618738756,-629676.757352476,9.08870160803889E-10,45663.1618738756,-629676.757352476,-85.8522614576207
283.434817,45802.2068490698,-613870.452218277,9.14724274199499E-10,45802.2068490698,-613870.452218277,-85.7329440085242
288.872216,47123.3019395508,-600844.636350996,9.16963755897155E-10,47123.3019395508,-600844.636350996,-85.5155615139806
294.413926,44609.290700459,-596369.605469291,9.06455068951053E-10,44609.290700459,-596369.605469291,-85.7221612439842
300.061947,45398.911609124,-586105.546636423,9.04968322318634E-10,45398.911609124,-586105.546636423,-85.5707935130243
305.81832,41092.9366184419,-569998.755066594,9.13025119780452E-10,41092.9366184419,-569998.755066594,-85.8765076674352
311.685123,43358.2091222608,-561621.922872417,9.09201212060944E-10,43358.2091222608,-561621.922872417,-85.5854207114068
317.664474,41260.4194993352,-551097.142067114,9.09124422258201E-10,41260.4194993352,-551097.142067114,-85.7182766409639
323.758533,43098.11150593,-541889.449511155,9.07169024363183E-10,43098.11150593,-541889.449511155,-85.452664814992
329.969499,39044.6357098849,-532728.372247032,9.05400035223297E-10,39044.6357098849,-532728.372247032,-85.8081826343968
336.299617,41046.3963038013,-522164.48079182,9.0633016039186E-10,41046.3963038013,-522164.48079182,-85.5053260921561
342.751172,38360.6923412206,-511292.743943279,9.08179205580051E-10,38360.6923412206,-511292.743943279,-85.7093159587842
349.326492,37888.1895603259,-501560.239017909,9.08375700972741E-10,37888.1895603259,-501560.239017909,-85.6800438726695
356.027954,33433.1115652643,-494643.426330019,9.0374059624095E-10,33433.1115652643,-494643.426330019,-86.1332406662136
362.857975,38039.5511695932,-486737.40350498,9.01132676185624E-10,38039.5511695932,-486737.40350498,-85.531297536122
369.819024,36501.631068763,-479139.727695078,8.98191005712105E-10,36501.631068763,-479139.727695078,-85.6435306288136
376.913613,35763.7017376439,-468552.52165704,9.01197605188318E-10,35763.7017376439,-468552.52165704,-85.6351879956633
384.144304,33768.7850531285,-464852.200626515,8.91273189020861E-10,33768.7850531285,-464852.200626515,-85.8450962313931
391.513708,34368.4056982122,-452436.013363863,8.98495677539529E-10,34368.4056982122,-452436.013363863,-85.6559823107361
399.024487,35082.9803410618,-445522.126110426,8.95264381639534E-10,35082.9803410618,-445522.126110426,-85.4974912394438
406.679352,31807.1358806391,-437584.538062888,8.94346971819457E-10,31807.1358806391,-437584.538062888,-85.8425972102176
414.481068,33990.9528766935,-430613.148490875,8.91719259526161E-10,33990.9528766935,-430613.148490875,-85.4866491663394
422.432451,32264.1812440809,-421747.916927817,8.93325872849438E-10,32264.1812440809,-421747.916927817,-85.6253304689664
430.536373,30187.2737951929,-415635.935173197,8.89400142996723E-10,30187.2737951929,-415635.935173197,-85.8459516770322
438.79576,30958.1836977724,-406494.474692229,8.92283911521524E-10,30958.1836977724,-406494.474692229,-85.6448221067454
447.213595,32627.6496232473,-399832.956680604,8.90074882923492E-10,32627.6496232473,-399832.956680604,-85.3348178704846
455.792918,31231.4045364012,-391235.270296418,8.9251301664324E-10,31231.4045364012,-391235.270296418,-85.4358892128156
464.536826,29831.7087813839,-385681.497438109,8.88323556270325E-10,29831.7087813839,-385681.497438109,-85.5770899378015
473.448476,29673.9445013425,-377531.261648285,8.90419145143782E-10,29673.9445013425,-377531.261648285,-85.505793455718
482.531087,28581.1294943981,-371046.650803288,8.88927450956168E-10,28581.1294943981,-371046.650803288,-85.5952956755587
491.787938,28479.7256972417,-365038.306565859,8.8655119171172E-10,28479.7256972417,-365038.306565859,-85.5389083777557
501.222372,28622.4313776037,-359131.952922111,8.8416971879574E-10,28622.4313776037,-359131.952922111,-85.4432196503457
510.837796,29050.9541987171,-351116.568822768,8.87331267494551E-10,29050.9541987171,-351116.568822768,-85.2701908127673
520.637682,26886.7390851811,-346076.938499495,8.8330741006503E-10,26886.7390851811,-346076.938499495,-85.5576106623167
530.625568,27187.4220164155,-339440.679097888,8.83625156411473E-10,27187.4220164155,-339440.679097888,-85.4206835754929
540.805062,25174.2752826772,-332858.242520641,8.84138022443588E-10,25174.2752826772,-332858.242520641,-85.6749186011608
551.179838,25053.0442149375,-327784.794495472,8.80923114292495E-10,25053.0442149375,-327784.794495472,-85.6293021308021
561.753643,23317.7275939648,-321403.989644938,8.81501327544431E-10,23317.7275939648,-321403.989644938,-85.8504847569547
572.530296,24574.3268574224,-315633.068565292,8.80722641719446E-10,24574.3268574224,-315633.068565292,-85.5480883894086
583.513687,24764.4130482868,-310617.541147135,8.78098240143563E-10,24764.4130482868,-310617.541147135,-85.4416564831349
594.707784,24597.9323888296,-305537.839507809,8.75893907206346E-10,24597.9323888296,-305537.839507809,-85.3972161343085
606.116627,23657.1314820505,-297809.420723106,8.81709463293479E-10,23657.1314820505,-297809.420723106,-85.458124046788
617.744337,23211.7118230436,-294781.825660686,8.73998434234933E-10,23211.7118230436,-294781.825660686,-85.4977053374193
629.595112,23131.783237299,-288487.699918,8.76256964756271E-10,23131.783237299,-288487.699918,-85.4156655740293
641.673232,22707.0993890211,-284022.833046357,8.73278873772852E-10,22707.0993890211,-284022.833046357,-85.4290307807685
653.983058,22932.1609823157,-278186.574483807,8.74817510165112E-10,22932.1609823157,-278186.574483807,-85.2875083738891
666.529035,22433.0947145384,-272660.988084444,8.75745783078711E-10,22433.0947145384,-272660.988084444,-85.2966017862879
679.315693,22199.6864701685,-268182.99846647,8.73609286685052E-10,22199.6864701685,-268182.99846647,-85.2679513165333
692.34765,21634.5422306034,-263432.483493238,8.72622854101477E-10,21634.5422306034,-263432.483493238,-85.3050877847652
705.629612,20443.7154286022,-258709.763656992,8.71827401181106E-10,20443.7154286022,-258709.763656992,-85.4817724364933
719.166373,20247.6033787878,-253713.409012577,8.72262774632138E-10,20247.6033787878,-253713.409012577,-85.437179467686
732.962824,20834.234029365,-249081.967769793,8.7175790842544E-10,20834.234029365,-249081.967769793,-85.2186766267821
747.023944,19251.3256000429,-244977.545818987,8.69679693740911E-10,19251.3256000429,-244977.545818987,-85.506700293525
761.354813,19568.8519508403,-240791.935813483,8.68142656426146E-10,19568.8519508403,-240791.935813483,-85.3538561414846
775.960604,19013.0218098379,-235920.641397653,8.69389756717859E-10,19013.0218098379,-235920.641397653,-85.3924479963192
790.846592,18835.4383962009,-231434.911128567,8.69558916767194E-10,18835.4383962009,-231434.911128567,-85.3472108561532
806.018152,18930.054850055,-227769.496011308,8.66921449241375E-10,18930.054850055,-227769.496011308,-85.249033366538
821.480762,17889.5701775663,-223386.050912529,8.67294682649672E-10,17889.5701775663,-223386.050912529,-85.4213164939459
837.240007,17967.9317950953,-218709.350304631,8.69166158586238E-10,17967.9317950953,-218709.350304631,-85.3034478316689
853.301575,18095.4402089438,-214865.346236904,8.68062922915872E-10,18095.4402089438,-214865.346236904,-85.1860476145435
869.671269,17705.1199285617,-211510.07385603,8.65234747182169E-10,17705.1199285617,-211510.07385603,-85.2150308742082
886.354997,17770.0005820691,-207537.618993664,8.65198194063815E-10,17770.0005820691,-207537.618993664,-85.1060977994093
903.358785,17281.9471547246,-203590.426041236,8.65371340558201E-10,17281.9471547246,-203590.426041236,-85.1480303216421
920.688773,15764.505292487,-200773.567410747,8.60995236204051E-10,15764.505292487,-200773.567410747,-85.5104138073428
938.351219,15816.1393959566,-196838.791556938,8.61676043954566E-10,15816.1393959566,-196838.791556938,-85.4061120876644
956.3525,15576.08532372,-193060.114415981,8.62004583153748E-10,15576.08532372,-193060.114415981,-85.3873688619561
