Frequency (Hz),Trace 1: Impedance: Real (Ω),Trace 1: Impedance: Imaginary (Ω),Trace 1: Impedance: Magnitude (Ω),Trace 2: Impedance: Real (Ω),Trace 2: Impedance: Imaginary (Ω),Trace 2: Impedance: Phase (°)
26.356111,100386.22530285,-5419066.47737018,5419996.20667651,100386.22530285,-5419066.47737018,-88.9387380154926
26.861725,-139860.53491165,-5399272.54465403,5401083.68576905,-139860.53491165,-5399272.54465403,-91.4838344799647
27.377039,207209.416639113,-5362239.74668351,5366241.78017133,207209.416639113,-5362239.74668351,-87.7870588448564
27.902239,5688.48306248071,-5195523.42233563,5195526.53644245,5688.48306248071,-5195523.42233563,-89.9372679296037
28.437514,-170102.534198412,-5234582.21002772,5237345.2994508,-170102.534198412,-5234582.21002772,-91.8612237764709
28.983058,-28657.8676561354,-5077229.924891,5077310.80234284,-28657.8676561354,-5077229.924891,-90.323396311347
29.539067,-58218.6153698135,-5015921.86240231,5016259.71585414,-58218.6153698135,-5015921.86240231,-90.6649886625987
30.105743,212316.560837791,-4777865.89473221,4782580.9799784,212316.560837791,-4777865.89473221,-87.4555909861816
30.68329,138668.764117967,-4657850.32351229,4659914.01877605,138668.764117967,-4657850.32351229,-88.2947522263019
31.271917,263073.416837824,-4762271.19442323,4769531.90070891,263073.416837824,-4762271.19442323,-86.8381279227036
31.871835,13666.3813003797,-4551578.70389187,4551599.22090026,13666.3813003797,-4551578.70389187,-89.8279665875084
32.483263,138997.144301343,-4560461.32744581,4562579.06509605,138997.144301343,-4560461.32744581,-88.2542369100003
33.10642,-7805.68777966943,-4521605.922016,4521612.65952446,-7805.68777966943,-4521605.922016,-90.0989101061467
33.741532,173202.563953796,-4506297.22440682,4509624.5744914,173202.563953796,-4506297.22440682,-87.7988816655066
34.388828,19921.0307793992,-4296045.82846423,4296092.01574317,19921.0307793992,-4296045.82846423,-89.7343178234058
35.048541,181153.362630087,-4311730.72406034,4315534.54135152,181153.362630087,-4311730.72406034,-87.5941859278774
35.720911,-115385.935446101,-4165365.42975908,4166963.29207864,-115385.935446101,-4165365.42975908,-91.5867603854227
36.406179,96057.5475822186,-4199167.39919029,4200265.93192265,96057.5475822186,-4199167.39919029,-88.6895658474917
37.104593,174718.428130977,-4040216.69064508,4043992.75920416,174718.428130977,-4040216.69064508,-87.5237973716367
37.816406,237221.72673055,-3916590.3597797,3923767.85678668,237221.72673055,-3916590.3597797,-86.5339189641206
38.541874,47157.1672273784,-4013799.24729636,4014076.25687626,47157.1672273784,-4013799.24729636,-89.3268765620835
39.281259,-27321.6213540383,-3743555.99053761,3743655.69000188,-27321.6213540383,-3743555.99053761,-90.4181547715108
40.034829,188485.651622037,-3676149.73489492,3680978.63539513,188485.651622037,-3676149.73489492,-87.0648682574454
40.802855,2755.61087867032,-3607654.56430422,3607655.61670406,2755.61087867032,-3607654.56430422,-89.9562361529328
41.585615,11944.2292545804,-3776591.55620033,3776610.44416499,11944.2292545804,-3776591.55620033,-89.8187911946888
42.383391,94548.7391356947,-3610506.12784964,3611743.89503353,94548.7391356947,-3610506.12784964,-88.4999316689827
43.196472,122824.731509195,-3665675.98653963,3667733.13546168,122824.731509195,-3665675.98653963,-88.0809250658288
44.02515,-24304.80131262,-3534150.32720887,3534233.89982573,-24304.80131262,-3534150.32720887,-90.3940241515272
44.869727,-35086.5493231848,-3221219.99635828,3221411.07759967,-35086.5493231848,-3221219.99635828,-90.6240591139379
45.730505,197795.482730377,-3285107.93896872,3291057.15897853,197795.482730377,-3285107.93896872,-86.5543958889583
46.607797,20385.4326136439,-3161002.92282485,3161068.65537117,20385.4326136439,-3161002.92282485,-89.6305023788891
47.501918,272348.536538152,-3292295.37584719,3303540.91350164,272348.536538152,-3292295.37584719,-85.2710886534013
48.413193,185300.720831604,-3024657.01933657,3030327.77794131,185300.720831604,-3024657.01933657,-86.4942482770151
49.341949,95149.4997197423,-2921783.95472713,2923332.84204824,95149.4997197423,-2921783.95472713,-88.1347906362132
50.288522,90434.9712197101,-2883616.62196432,2885034.36833748,90434.9712197101,-2883616.62196432,-88.2036986609696
51.253255,210557.744910039,-2798295.67039607,2806206.19750206,210557.744910039,-2798295.67039607,-85.6968882403981
52.236494,254625.132275801,-2987279.07085851,2998111.10620933,254625.132275801,-2987279.07085851,-85.1280856256411
53.238597,-27191.1219636729,-2926788.01351925,2926914.31941449,-27191.1219636729,-2926788.01351925,-90.5322871697371
54.259923,193873.692188839,-2706292.58411634,2713228.06991341,193873.692188839,-2706292.58411634,-85.9024385309218
55.300843,-25837.3729239083,-2857409.19275198,2857526.00419719,-25837.3729239083,-2857409.19275198,-90.518067934365
56.361731,187271.304833061,-2696280.20252265,2702775.88270457,187271.304833061,-2696280.20252265,-86.0268775707337
57.442972,113999.569901721,-2580478.88365011,2582995.77446458,113999.569901721,-2580478.88365011,-87.4704501554297
58.544955,31746.895904078,-2560043.07583114,2560239.91366249,31746.895904078,-2560043.07583114,-89.2895158945091
59.668078,55796.1474460367,-2584253.08323463,2584855.3553879,55796.1474460367,-2584253.08323463,-88.7631292134453
60.812747,50060.7118242916,-2469576.85072959,2470084.18814579,50060.7118242916,-2469576.85072959,-88.8387181657007
61.979376,38842.560073133,-2449269.7979916,2449577.7774602,38842.560073133,-2449269.7979916,-89.0914319796797
63.168385,122468.577944639,-2338961.29180486,2342165.33941249,122468.577944639,-2338961.29180486,-87.002716264434
64.380204,119668.343307034,-2445600.39074464,2448526.4514806,119668.343307034,-2445600.39074464,-87.1986320381889
65.615271,59481.4539347892,-2313216.76119847,2313981.3801437,59481.4539347892,-2313216.76119847,-88.5270358153884
66.87403,115315.490749633,-2376698.6429999,2379494.50557138,115315.490749633,-2376698.6429999,-87.2222336001056
68.156938,102023.845406302,-2250190.84713862,2252502.54463295,102023.845406302,-2250190.84713862,-87.403982381826
69.464458,77894.0184489584,-2248257.99368245,2249606.96217521,77894.0184489584,-2248257.99368245,-88.0157019119178
70.79706,95759.5455789006,-2184562.55594468,2186660.34202961,95759.5455789006,-2184562.55594468,-87.490066052761
72.155227,141114.624284593,-2139552.46531766,2144201.03745751,141114.624284593,-2139552.46531766,-86.226510380244
73.539449,120507.663728256,-2067365.15194678,2070874.39708476,120507.663728256,-2067365.15194678,-86.6639776472664
74.950226,116870.68240653,-2048866.92492861,2052197.46429835,116870.68240653,-2048866.92492861,-86.7352938641006
76.388068,92993.241069302,-2008252.57045783,2010404.46916412,92993.241069302,-2008252.57045783,-87.3487812168671
77.853492,152021.234839906,-1998936.58594574,2004708.93909182,152021.234839906,-1998936.58594574,-85.6509672596085
79.34703,112072.03615405,-1970196.97415198,1973381.93420466,112072.03615405,-1970196.97415198,-86.7443142437654
80.869219,74493.8750495873,-1944204.90579805,1945631.53067304,74493.8750495873,-1944204.90579805,-87.8057365501974
82.42061,109213.830568617,-1857627.22912378,1860834.91561438,109213.830568617,-1857627.22912378,-86.6353331421756
84.001763,109220.162978044,-1873908.47811164,1877088.71083378,109220.162978044,-1873908.47811164,-86.664307428475
85.613248,108551.590229463,-1822814.83032783,1826044.18166824,108551.590229463,-1822814.83032783,-86.591968008045
87.255648,74338.0182904251,-1774841.44136599,1776397.55768619,74338.0182904251,-1774841.44136599,-87.6016073547537
88.929556,94334.4590039597,-1738462.22394579,1741019.78571242,94334.4590039597,-1738462.22394579,-86.8939959213605
90.635576,89838.4632179647,-1714044.43510258,1716397.17867966,89838.4632179647,-1714044.43510258,-86.9996932857334
92.374324,107312.935623954,-1709323.83347066,1712689.12351981,107312.935623954,-1709323.83347066,-86.4076325772378
94.146428,92394.7266181176,-1680778.84569473,1683316.46271334,92394.7266181176,-1680778.84569473,-86.853538966832
95.952529,83868.6388779804,-1646620.36414633,1648754.85509782,83868.6388779804,-1646620.36414633,-87.0842276711584
97.793277,83275.0271379636,-1598873.89026675,1601041.05104197,83275.0271379636,-1598873.89026675,-87.0185264377364
99.669338,91206.3262868277,-1575956.02082643,1578593.03607162,91206.3262868277,-1575956.02082643,-86.6877787844638
101.581389,91892.5692956625,-1549413.4200587,1552136.00903714,91892.5692956625,-1549413.4200587,-86.6058792630456
103.530121,96267.6484514515,-1523795.68054208,1526833.56531649,96267.6484514515,-1523795.68054208,-86.3850735615572
105.516238,67975.7542469975,-1490956.1118391,1492504.88461372,67975.7542469975,-1490956.1118391,-87.3895753290034
107.540456,85752.2344794717,-1470116.65629392,1472615.50610845,85752.2344794717,-1470116.65629392,-86.6617069800301
109.603507,77960.5340785538,-1450846.89043564,1452939.96584875,77960.5340785538,-1450846.89043564,-86.9241979404627
111.706134,92550.6117160325,-1404250.76720147,1407297.35056772,92550.6117160325,-1404250.76720147,-86.229233778228
113.849099,77499.509898865,-1392968.75429574,1395122.97826349,77499.509898865,-1392968.75429574,-86.8155626421518
116.033174,89051.3600084716,-1357762.08239053,1360679.24842588,89051.3600084716,-1357762.08239053,-86.2475238147134
118.259149,83980.8154620276,-1348696.79760245,1351308.93182454,83980.8154620276,-1348696.79760245,-86.4368998053482
120.527826,78359.9475415341,-1310042.21622222,1312383.66709706,78359.9475415341,-1310042.21622222,-86.5769413710823
122.840026,77805.9776316909,-1290116.17799016,1292460.25968583,77805.9776316909,-1290116.17799016,-86.5487130985723
125.196582,100616.443296192,-1277462.4137827,1281418.70100647,100616.443296192,-1277462.4137827,-85.4965244509594
127.598347,66987.8444951362,-1243699.65537275,1245502.39023633,66987.8444951362,-1243699.65537275,-86.9169279553355
130.046187,60016.0455829993,-1212105.60488557,1213590.50883007,60016.0455829993,-1212105.60488557,-87.1653788892454
132.540986,68043.1591156859,-1193942.40318702,1195879.73209284,68043.1591156859,-1193942.40318702,-86.7382234659965
135.083646,73021.931712693,-1179452.72188332,1181711.01614101,73021.931712693,-1179452.72188332,-86.4572423842836
137.675083,72295.9823817416,-1144797.91362591,1147078.450722,72295.9823817416,-1144797.91362591,-86.3864703784451
140.316235,58578.4994032101,-1128659.1380396,1130178.2560608,58578.4994032101,-1128659.1380396,-87.0289594967994
143.008054,59536.4068240341,-1108681.60720409,1110279.01443293,59536.4068240341,-1108681.60720409,-86.926158491138
145.751514,77493.6767659543,-1077444.36473704,1080227.58205959,77493.6767659543,-1077444.36473704,-85.8861651814387
148.547603,60044.5769672867,-1079183.02993967,1080852.14684199,60044.5769672867,-1079183.02993967,-86.8154082368673
151.397333,68686.8306543609,-1051822.00877637,1054062.34106513,68686.8306543609,-1051822.00877637,-86.2637351653731
154.301731,62639.8285611438,-1036945.94513662,1038836.19558497,62639.8285611438,-1036945.94513662,-86.543077498315
157.261848,67569.5034365257,-1002981.9613027,1005255.4165451,67569.5034365257,-1002981.9613027,-86.1458864426267
160.278751,69714.5189051863,-995421.835412996,997860.082658465,69714.5189051863,-995421.835412996,-85.9938228605133
163.35353,48832.1006632673,-976878.270664533,978098.016433791,48832.1006632673,-976878.270664533,-87.1382858939292
166.487295,63715.41121439,-956742.656365383,958861.910879407,63715.41121439,-956742.656365383,-86.1899456016328
169.681179,54906.7977889737,-942537.906512926,944135.827970324,54906.7977889737,-942537.906512926,-86.6660477390721
172.936334,50082.5896340205,-920720.266517202,922081.381961461,50082.5896340205,-920720.266517202,-86.8864637810133
176.253936,60900.3713119422,-909166.723901323,911204.141274279,60900.3713119422,-909166.723901323,-86.1677772418358
179.635182,53730.3081743889,-893914.402743246,895527.724555934,53730.3081743889,-893914.402743246,-86.5602741008853
183.081294,55187.0243387907,-875467.183219151,877204.87718038,55187.0243387907,-875467.183219151,-86.3930055326595
186.593516,55446.5089924317,-855092.655507362,856888.420310416,55446.5089924317,-855092.655507362,-86.2899813292823
190.173116,58675.7578001817,-843384.461546687,845423.086112404,58675.7578001817,-843384.461546687,-86.0202433765664
193.821388,52783.8795978551,-819638.026687104,821335.883020419,52783.8795978551,-819638.026687104,-86.3152965271712
197.539647,46762.2439647183,-810611.745879536,811959.4263376,46762.2439647183,-810611.745879536,-86.6984033158043
201.329237,47543.7722270324,-801161.839585245,802571.307414606,47543.7722270324,-801161.839585245,-86.6038491023468
205.191527,56979.1831166587,-783930.481260989,785998.490303084,56979.1831166587,-783930.481260989,-85.842825466618
209.127911,51958.8894016408,-767967.956004352,769723.656669947,51958.8894016408,-767967.956004352,-86.1294022947305
213.139809,50737.7635425341,-755927.118717321,757627.962433785,50737.7635425341,-755927.118717321,-86.1600716677641
217.228673,49443.0627244086,-735952.685062215,737611.666869399,49443.0627244086,-735952.685062215,-86.1565079644273
221.395976,50089.9498317317,-726201.023781569,727926.459208308,50089.9498317317,-726201.023781569,-86.0542546295098
225.643225,47778.3903724824,-709150.725956037,710758.416559776,47778.3903724824,-709150.725956037,-86.1455735969802
229.971953,44604.6438975867,-702638.937074,704053.300645421,44604.6438975867,-702638.937074,-86.3676463718334
234.383723,45640.0550685033,-690462.743779943,691969.518963649,45640.0550685033,-690462.743779943,-86.2182116823614
238.880128,47623.7754985759,-677974.146182993,679644.735788704,47623.7754985759,-677974.146182993,-85.9819018751882
243.462792,47221.7910472884,-667240.145130473,668909.043759649,47221.7910472884,-667240.145130473,-85.9518237543437
248.13337,44920.2228940572,-653050.780213605,654593.880174914,44920.2228940572,-653050.780213605,-86.0650969008023
252.893547,46312.921068435,-641379.085015836,643049.000740723,46312.921068435,-641379.085015836,-85.8699348526865
257.745044,45006.7771472319,-627218.57904745,628831.261859239,45006.7771472319,-627218.57904745,-85.8957112673836
262.689611,44936.1504142731,-616706.08278414,618341.046799428,44936.1504142731,-616706.08278414,-85.8325208938069
267.729035,42558.4509744431,-606069.074995555,607561.474597684,42558.4509744431,-606069.074995555,-85.9832572538098
272.865135,43859.8080009409,-597593.484011633,599200.846871098,43859.8080009409,-597593.484011633,-85.8023568398765
278.099766,39967.5286957656,-586683.222358484,588043.031373539,39967.5286957656,-586683.222358484,-86.1027724892969
283.434817,43291.5038398304,-574491.107391945,576119.941311822,43291.5038398304,-574491.107391945,-85.6905489370701
288.872216,44813.2644016342,-563712.199353695,565490.647461575,44813.2644016342,-563712.199353695,-85.4547329818861
294.413926,41001.8964629329,-555715.773826168,557226.324569087,41001.8964629329,-555715.773826168,-85.7802411338461
300.061947,37025.7970150594,-547432.868288737,548683.565388498,37025.7970150594,-547432.868288737,-86.1306745831518
305.81832,39343.0340414533,-535852.465793977,537294.834727705,39343.0340414533,-535852.465793977,-85.8007988315233
311.685123,38040.4790540014,-526650.93836775,528023.000379993,38040.4790540014,-526650.93836775,-85.8686483038718
317.664474,39082.2111413493,-517009.196528362,518484.260631506,39082.2111413493,-517009.196528362,-85.6770689884201
323.758533,37828.003728609,-507533.900775667,508941.664930919,37828.003728609,-507533.900775667,-85.7374573593083
329.969499,36563.697824156,-497193.459450779,498536.097107531,36563.697824156,-497193.459450779,-85.7940291906718
336.299617,36914.0602114677,-487766.04011348,489160.871012064,36914.0602114677,-487766.04011348,-85.6721140506903
342.751172,37462.7607007192,-481178.849595588,482635.000530891,37462.7607007192,-481178.849595588,-85.548148465058
349.326492,35647.9396884395,-469344.486926997,470696.317186354,35647.9396884395,-469344.486926997,-85.6565751975249
356.027954,35619.2442745297,-462699.305795668,464068.290391061,35619.2442745297,-462699.305795668,-85.5979721660868
362.857975,36329.6297647525,-456845.696407275,458287.936045334,36329.6297647525,-456845.696407275,-85.4532498320875
369.819024,31913.4568284245,-447255.931019239,448393.060337274,31913.4568284245,-447255.931019239,-85.9186396467033
376.913613,34305.4150302955,-441028.637271779,442360.848622709,34305.4150302955,-441028.637271779,-85.5522035152237
384.144304,32669.1799286208,-431902.969571154,433136.757204454,32669.1799286208,-431902.969571154,-85.6743790434895
391.513708,30596.7362147043,-424117.057482077,425219.283093144,30596.7362147043,-424117.057482077,-85.8737051214482
399.024487,33326.0168051201,-415569.8633802,416903.987443072,33326.0168051201,-415569.8633802,-85.4150606299734
406.679352,31342.7249246982,-407833.615408079,409036.213876632,31342.7249246982,-407833.615408079,-85.6053576564542
414.481068,34155.4331402204,-401102.460882863,402554.068094318,34155.4331402204,-401102.460882863,-85.1327834348887
422.432451,30065.9854131464,-394808.43212517,395951.589914725,30065.9854131464,-394808.43212517,-85.6451397963771
430.536373,28955.2861807819,-387948.437326141,389027.503682716,28955.2861807819,-387948.437326141,-85.7315323953815
438.79576,32075.888544499,-381741.947151678,383087.166113763,32075.888544499,-381741.947151678,-85.1970011001215
447.213595,29976.5580239871,-374302.101533248,375500.54226748,29976.5580239871,-374302.101533248,-85.4211522640543
455.792918,29851.2636653218,-366536.414473921,367749.970873982,29851.2636653218,-366536.414473921,-85.3440233813348
464.536826,27770.1550352338,-361916.086399212,362979.937607029,27770.1550352338,-361916.086399212,-85.6122397028954
473.448476,28319.4547287825,-354553.281574725,355682.47214551,28319.4547287825,-354553.281574725,-85.4332737011887
482.531087,27827.0845230599,-348059.291689991,349169.897277517,27827.0845230599,-348059.291689991,-85.4289671711817
491.787938,27185.1712552529,-342587.126450404,343664.040518822,27185.1712552529,-342587.126450404,-85.4629393543093
501.222372,28242.1085244777,-336532.586069338,337715.558096492,28242.1085244777,-336532.586069338,-85.2029285393664
510.837796,25985.9699344087,-329647.75788704,330670.402233681,25985.9699344087,-329647.75788704,-85.4927227900488
520.637682,26565.1023419559,-323734.957255898,324823.07062756,26565.1023419559,-323734.957255898,-85.3089227976395
530.625568,26043.4623976567,-317529.60725782,318595.846518695,26043.4623976567,-317529.60725782,-85.3111525292039
540.805062,25081.3923819556,-312468.351361014,313473.359069136,25081.3923819556,-312468.351361014,-85.4107881490177
551.179838,25923.9857899447,-307074.820459257,308167.15983265,25923.9857899447,-307074.820459257,-85.1743967274955
561.753643,25379.3442432915,-300906.934899833,301975.321152295,25379.3442432915,-300906.934899833,-85.1789217865136
572.530296,25244.6688281233,-296490.494946689,297563.282173682,25244.6688281233,-296490.494946689,-85.133291643685
583.513687,25083.5620628109,-290648.8571948,291729.229379577,25083.5620628109,-290648.8571948,-85.0674843212154
594.707784,24624.62665473,-285165.649521231,286226.867894596,24624.62665473,-285165.649521231,-85.064637173062
606.116627,23060.2139375691,-280975.413603607,281920.1243554,23060.2139375691,-280975.413603607,-85.30813647558
617.744337,22982.6110121684,-274942.609106715,275901.501828722,22982.6110121684,-274942.609106715,-85.2217213601548
629.595112,23782.4227075126,-269981.403193743,271026.865274093,23782.4227075126,-269981.403193743,-84.9658598156283
641.673232,22068.1093427201,-265506.133745958,266421.674243461,22068.1093427201,-265506.133745958,-85.2486603131548
653.983058,23942.9601757886,-260493.328023504,261591.359350305,23942.9601757886,-260493.328023504,-84.7484763202839
666.529035,22223.4332767474,-255457.269996951,256422.10860396,22223.4332767474,-255457.269996951,-85.0280871934078
679.315693,21871.5539234531,-251891.413102983,252839.17589259,21871.5539234531,-251891.413102983,-85.0374941764362
692.34765,21054.7855400996,-246839.04774013,247735.381977209,21054.7855400996,-246839.04774013,-85.1246069390867
705.629612,21037.4936055667,-241683.711360414,242597.593710548,21037.4936055667,-241683.711360414,-85.0251961719418
719.166373,21175.0491207392,-237910.023142777,238850.500977206,21175.0491207392,-237910.023142777,-84.9138233397909
732.962824,20529.5198168709,-233370.588587185,234271.835271422,20529.5198168709,-233370.588587185,-84.9726542237893
747.023944,20629.070879485,-229007.450024624,229934.709715892,20629.070879485,-229007.450024624,-84.8526688416346
761.354813,19546.7847576689,-225296.966565167,226143.317252199,19546.7847576689,-225296.966565167,-85.0414297930007
775.960604,20031.3472570096,-221014.970953324,221920.869362098,20031.3472570096,-221014.970953324,-84.821235620837
790.846592,19174.5168980076,-217476.129108004,218319.785704533,19174.5168980076,-217476.129108004,-84.9613535175874
806.018152,18238.9724150861,-213103.795088402,213882.882895845,18238.9724150861,-213103.795088402,-85.1081319135732
821.480762,18449.2371757959,-209299.327809899,210110.882569286,18449.2371757959,-209299.327809899,-84.9625336379889
837.240007,18324.4148369031,-205134.363408234,205951.186522478,18324.4148369031,-205134.363408234,-84.8953833474912
853.301575,18121.4834043956,-202200.362064089,203010.774540723,18121.4834043956,-202200.362064089,-84.8787529662003
869.671269,16859.2881336943,-198709.478239387,199423.399676528,16859.2881336943,-198709.478239387,-85.1504166174138
886.354997,17279.6387249062,-195377.472281952,196140.109589416,17279.6387249062,-195377.472281952,-84.9457785466206
903.358785,16843.4574952583,-191913.364316116,192651.087366578,16843.4574952583,-191913.364316116,-84.9842340853839
920.688773,16091.3215446909,-188316.583004434,189002.820252822,16091.3215446909,-188316.583004434,-85.1160397190186
938.351219,16499.1612000881,-185211.739633035,185945.182293604,16499.1612000881,-185211.739633035,-84.9093750175018
956.3525,16689.4499402452,-181593.340549928,182358.655049301,16689.4499402452,-181593.340549928,-84.748946860178
974.699116,16005.664950269,-178382.389233182,179099.017582562,16005.664950269,-178382.389233182,-84.8727683571222
993.397694,16275.3257925901,-174837.164712281,175593.053377075,16275.3257925901,-174837.164712281,-84.6817493807565
1012.454983,15511.9999171116,-171972.311475528,172670.489822854,15511.9999171116,-171972.311475528,-84.8458363666797
1031.877867,15474.4874687442,-168635.174745585,169343.679905376,15474.4874687442,-168635.174745585,-84.7570444397437
1051.673359,15042.2791848231,-166115.215691823,166794.889152561,15042.2791848231,-166115.215691823,-84.8257905724366
1071.848606,15113.5093504939,-163152.635141452,163851.153546404,15113.5093504939,-163152.635141452,-84.7075567006226
1092.410894,14935.1697674017,-160526.192955547,161219.471283039,14935.1697674017,-160526.192955547,-84.6845694426759
1113.367647,14638.2573915561,-157247.801189356,157927.671920879,14638.2573915561,-157247.801189356,-84.6816414790307
1134.726435,14140.4633578029,-154272.432040376,154919.12726202,14140.4633578029,-154272.432040376,-84.7629571434098
1156.494968,14170.0883508386,-151948.820790448,152608.111001605,14170.0883508386,-151948.820790448,-84.6722527792275
1178.681107,14122.5744605062,-149072.28790502,149739.754676671,14122.5744605062,-149072.28790502,-84.5881549761852
1201.292864,13824.5357178491,-146648.361999542,147298.539928143,13824.5357178491,-146648.361999542,-84.6146442385167
